X,Y,Z,r,absv
0.260898,0.290107,0.0384935,0.003,325.791
0.0112408,0.177398,0.00527085,0.003,320.285
0.374764,0.266353,0.0698045,0.003,304.965
0.118518,0.171809,0.0491621,0.003,313.875
0.220758,0.350798,0.0261084,0.003,294.209
0.153938,0.323248,0.0865521,0.003,315.482
0.0077683,0.251229,0.00426402,0.003,312.549
0.301578,0.0134481,0.0302572,0.003,309.56
0.201802,0.234206,0.0703366,0.003,279.973
0.105624,0.351452,0.0274951,0.003,333.14
0.0850612,0.222716,0.00782926,0.003,290.682
0.0348732,0.37836,0.0541363,0.003,317.04
0.180832,0.293118,0.0891881,0.003,321.585
0.121627,0.125882,0.0242997,0.003,305.522
0.119876,0.251289,0.0132171,0.003,309.76
0.218411,0.214544,0.0654468,0.003,305.865
0.312335,0.187353,0.0985666,0.003,346.659
0.0491896,0.00782039,0.0991002,0.003,302.906
0.210857,0.127079,0.0737556,0.003,317.753
0.272651,0.257638,0.073191,0.003,293.845
0.317547,0.187996,0.0655527,0.003,324.201
0.0254157,0.277952,0.0432037,0.003,321.726
0.33451,0.120774,0.0755914,0.003,273.021
0.0337545,0.304542,0.0833492,0.003,339.693
0.136045,0.294582,0.0368328,0.003,324.255
0.234356,0.049441,0.00971455,0.003,338.163
0.0607486,0.0627959,0.0998615,0.003,332.013
0.0697389,0.370891,0.0593541,0.003,296.13
0.11088,0.156645,0.05834,0.003,325.324
0.350745,0.271082,-0.00331921,0.003,326.81
0.348565,0.376163,0.0559507,0.003,309.432
0.166424,0.375184,0.00122542,0.003,328.964
0.303618,0.375644,0.0361379,0.003,316.166
0.270552,0.174484,0.00903487,0.003,334.38
0.266987,0.0704598,0.0701661,0.003,296.612
0.352549,0.353917,0.100007,0.003,302.066
0.339965,0.0121867,0.098203,0.003,320.697
0.00170545,0.011396,0.102254,0.003,323.284
0.36517,0.172914,0.0551275,0.003,317.456
0.356388,0.0544135,0.0638944,0.003,302.56
0.254156,0.225343,0.0587415,0.003,332.246
0.291726,0.279022,0.0324326,0.003,310.187
0.169924,0.368478,0.0629439,0.003,290.067
0.207683,0.222819,0.0518718,0.003,304.544
