X,Y,Z,r,absv
0.103532,0.0772123,0.0736653,0.003,283.364
0.14188,0.335968,0.0446063,0.003,310.038
0.186938,0.00299999,0.0597219,0.003,310.642
0.128602,0.372048,0.0233305,0.003,288.355
0.243854,0.138428,0.0705355,0.003,374.291
0.240471,0.361045,0.0456949,0.003,278.017
0.21453,0.317343,0.0186113,0.003,317.247
0.364685,0.159662,-0.00630841,0.003,272.35
0.0433312,0.166848,0.106845,0.003,307.828
0.35868,0.367359,0.00988406,0.003,299.213
0.321739,0.225139,0.0841317,0.003,309.291
0.222719,0.152873,0.00459073,0.003,340.134
0.156182,0.0704238,0.0239041,0.003,316.089
0.272059,0.221677,0.0543602,0.003,367.971
0.299418,0.0361044,0.0188447,0.003,317.785
0.0777215,0.0960825,0.0721622,0.003,330.878
0.334252,0.172259,0.0320109,0.003,318.38
0.15908,0.117052,0.0376354,0.003,276.775
0.0913109,0.247982,0.0255368,0.003,300.132
0.114876,0.296888,0.0118821,0.003,331.903
0.132442,0.372273,0.0138932,0.003,247.027
0.313223,0.323545,0.102734,0.003,379.491
0.276534,0.340888,0.101658,0.003,338.759
0.307264,0.247869,0.03169,0.003,357.23
0.298174,0.22121,0.0709837,0.003,310.078
0.336933,0.238249,0.0792544,0.003,276.76
0.20058,0.308004,0.0433424,0.003,323.158
0.0528395,0.234727,0.088804,0.003,300.778
0.248242,0.151078,0.00770249,0.003,313.037
0.347198,0.28868,0.0946937,0.003,311.359
0.00681868,0.236891,0.0443324,0.003,292.317
0.346365,0.0416786,-0.00154976,0.003,359.863
0.375888,0.215429,0.0718358,0.003,292.901
0.281133,0.10494,0.105939,0.003,269.793
0.268578,0.134437,0.081391,0.003,270.327
0.185996,0.0872166,0.0859945,0.003,307.037
0.0129879,0.364126,0.0675481,0.003,314.557
0.309223,0.329287,0.0293021,0.003,288.812
0.356397,0.0290049,0.0892191,0.003,289.173
0.286115,0.138115,0.0268431,0.003,295.443
0.205812,0.312537,0.0689351,0.003,320.804
0.066438,0.0537535,0.0294849,0.003,283.773
0.28741,0.278538,0.0903981,0.003,291.147
0.0482981,0.133938,0.0908158,0.003,303.457
0.174933,0.0116852,0.0898745,0.003,358.307
0.116433,0.060046,0.0376584,0.003,386.337
0.337297,0.297927,0.046834,0.003,276.935
0.261409,0.276939,0.0479524,0.003,391.144
0.129837,0.197413,0.08921,0.003,312.133
0.140157,0.218336,0.00381455,0.003,303.509
0.16433,0.224506,0.098603,0.003,308.591
0.340266,0.107921,0.0352156,0.003,326.48
0.365337,0.301992,0.0757637,0.003,320.229
0.157488,0.157528,0.0211399,0.003,346.079
0.312769,0.371288,0.00687007,0.003,298.702
0.354624,0.265877,0.0794477,0.003,327.512
0.235982,0.183319,0.0247116,0.003,313.753
0.137262,0.0840755,0.0583387,0.003,345.172
0.345605,0.108938,0.0192501,0.003,342.597
0.219618,0.094111,0.0305096,0.003,343.922
0.281577,0.253381,0.0853456,0.003,317.019
0.365214,0.375371,0.00165139,0.003,292.724
0.122637,0.0335387,0.0736896,0.003,319.011
0.127216,0.0536956,0.0342149,0.003,287.699
0.343059,0.0517386,0.0543986,0.003,299.939
0.0592005,0.286932,0.0834739,0.003,339.753
0.0979559,0.28316,0.00403616,0.003,278.127
0.0959321,0.0202332,0.0771149,0.003,311.995
0.00736176,0.0839022,0.0552893,0.003,302.555
0.307551,0.0398207,0.0293626,0.003,288.545
0.200685,0.129944,0.0859695,0.003,331.595
0.363207,0.0821654,0.0857756,0.003,275.091
0.198685,0.019274,-0.0035422,0.003,350.882
0.157516,0.353086,0.100175,0.003,299.698
0.147684,0.232033,0.067068,0.003,297.117
0.296803,0.301418,0.0156876,0.003,266.342
0.256478,0.0472526,0.100994,0.003,262.954
0.262264,0.28561,0.100443,0.003,323.133
0.0825975,0.0293054,0.0145177,0.003,263.711
0.352794,0.0206904,0.0269234,0.003,296.767
0.376614,0.00533757,0.054464,0.003,346.043
0.296809,0.234789,0.0279865,0.003,279.843
0.275295,0.356871,-0.00150784,0.003,278.863
0.118479,0.301819,0.0779758,0.003,335.364
0.334572,0.120615,0.0373466,0.003,349.526
0.174919,0.252909,0.0291212,0.003,304.222
0.193093,0.308244,0.00649202,0.003,289.863
0.291129,0.0641145,0.0630192,0.003,341.4
0.347129,0.336791,0.00594891,0.003,291.441
0.0578252,0.350619,0.100921,0.003,296.038
0.0752068,0.124567,-0.00529849,0.003,338.604
0.00681622,0.233316,0.0518549,0.003,312.828
0.310218,0.164345,0.0936597,0.003,316.485
0.00111678,0.0351045,0.0502151,0.003,314.667
0.22799,0.291187,0.0733165,0.003,313.76
0.118733,0.290942,0.0410745,0.003,298.363
0.36916,0.0507257,0.0249898,0.003,318.901
0.352655,0.375621,0.0212476,0.003,289.974
0.263448,0.368658,0.0446023,0.003,331.465
0.104153,0.131591,0.0888966,0.003,348.283
0.0258581,0.187416,0.0898313,0.003,300.878
0.326797,0.121202,0.0237386,0.003,287.373
0.174893,0.340051,0.022933,0.003,330.46
0.267516,0.335345,0.0742485,0.003,288.361
0.298488,0.273088,0.00614224,0.003,423.219
0.314405,0.308689,0.0253479,0.003,377.437
0.220659,0.0234442,0.0322294,0.003,295.004
0.0347152,0.374406,0.0979359,0.003,319.019
0.12175,0.29817,0.0408407,0.003,268.997
0.0917398,0.370322,-0.00163596,0.003,421.228
0.108217,0.157221,-0.00135743,0.003,289.986
0.029945,0.0915646,0.0502212,0.003,286.374
0.256482,0.343111,0.0655574,0.003,302.245
0.0876951,0.144522,-0.0063595,0.003,311.88
0.19,0.20239,0.0589707,0.003,275.125
0.340032,0.328844,0.0356136,0.003,325.38
0.314099,0.111769,0.0427625,0.003,302.17
0.0210064,0.270226,0.0805116,0.003,301.344
0.248929,0.163243,0.101454,0.003,312.811
0.139734,0.157147,0.0182895,0.003,322.323
0.359351,0.0289923,0.0772651,0.003,311.079
0.329022,0.132762,0.0403402,0.003,295.852
0.0880555,0.351946,0.0632909,0.003,288.992
0.136155,0.298496,0.0825545,0.003,307.886
0.281302,0.19557,0.0697866,0.003,302.331
0.0110187,0.0602285,0.0638039,0.003,317.769
0.336168,0.100682,0.0627596,0.003,326.889
0.258673,0.204969,0.0630044,0.003,297.866
0.0434185,0.155009,0.0632005,0.003,296.173
0.179324,0.0299877,0.106165,0.003,300.217
0.128618,0.358557,0.027735,0.003,322.985
0.236211,0.344665,0.0387811,0.003,301.94
0.0677155,0.00845261,0.044073,0.003,269.251
0.0238677,0.00896229,0.0448479,0.003,1820.67
0.191287,0.3438,0.0124524,0.003,266.82
0.0826298,0.0324826,0.0657699,0.003,321.501
0.0954722,0.25501,0.0497604,0.003,299.202
0.0620225,0.0973253,0.0382918,0.003,281.816
0.332058,0.138918,-0.00575978,0.003,345.176
0.0094406,0.264185,0.0377645,0.003,305.059
0.263067,0.354992,0.0605373,0.003,338.881
0.105125,0.339868,0.0977102,0.003,321.858
0.344285,0.155675,0.0386569,0.003,337.956
0.0777322,0.319077,0.0132391,0.003,300.611
0.302983,0.0111075,0.0947468,0.003,291.175
0.218324,0.287013,0.10618,0.003,258.47
0.187064,0.357608,0.0109239,0.003,309.948
0.163135,0.117902,0.103267,0.003,322.68
0.131486,0.142268,0.00712702,0.003,337.92
0.294275,0.133154,0.0999003,0.003,292.596
0.254693,0.0447698,0.0539608,0.003,374.876
0.335511,0.135881,-0.00160152,0.003,289.695
0.17452,0.360535,0.0314167,0.003,278.666
0.00827147,0.295966,0.0777957,0.003,340.082
0.0225461,0.0816008,0.0688469,0.003,255.857
0.336298,0.329872,0.0951861,0.003,390.378
0.0608755,0.0314831,0.0645527,0.003,284.35
0.0830995,0.265927,0.0894623,0.003,306.813
0.070195,0.151137,0.0796679,0.003,283.212
0.34473,0.275136,-0.00396395,0.003,279.37
0.107986,0.254579,0.0119994,0.003,359.683
0.193557,0.0445851,0.105893,0.003,275.982
0.360955,0.33179,0.0104987,0.003,264.123
0.295454,0.0901022,0.0457037,0.003,333.966
0.211155,0.219779,0.0744043,0.003,260.883
0.121723,0.0197606,0.0816251,0.003,344.274
0.287235,0.151158,0.0819525,0.003,337.95
0.263017,0.00758701,0.0733283,0.003,292.437
0.2959,0.0102076,0.0865827,0.003,300.323
0.0269681,0.245155,0.025198,0.003,318.165
0.37554,0.00536317,0.060592,0.003,312.829
0.352976,0.112026,0.0348524,0.003,324.869
0.0311497,0.0343031,0.000688643,0.003,337.122
0.276436,0.224812,0.0191079,0.003,327.371
0.323494,0.0737697,0.0678133,0.003,279.841
0.0659911,0.247922,0.0430472,0.003,291.369
0.296437,0.23361,0.0420972,0.003,305.366
0.235272,0.243809,0.0418305,0.003,296.172
0.133937,0.299449,0.0222011,0.003,334.035
0.146895,0.0301882,0.0635917,0.003,297.444
0.103997,0.325205,0.0193412,0.003,317.16
0.22875,0.267478,0.0670454,0.003,262.179
0.20397,0.298622,0.0395221,0.003,271.95
0.129428,0.20524,-0.0069359,0.003,306.113
0.21998,0.281734,-0.0029483,0.003,330.655
0.128909,0.093022,0.0861989,0.003,312.546
0.175689,0.369951,0.106057,0.003,296.283
0.27984,0.24745,0.00707204,0.003,306.029
0.321794,0.0147089,0.00503303,0.003,308.797
0.35282,0.188532,0.0110003,0.003,349.436
0.0787728,0.367406,0.0013997,0.003,302.041
