X,Y,Z,r,absv
-0.209555,0,0.542091,0.003,0.637908
-0.285119,0,-0.0356007,0.003,0.57537
-0.310171,0,-0.0562763,0.003,0.460021
-0.276524,0,-0.0433273,0.003,0.624175
-0.368576,0,-0.0491123,0.003,0.208021
-0.309567,0,-0.0794182,0.003,0.410988
-0.266047,0,-0.0414639,0.003,0.5943
-0.284737,0,-0.0912018,0.003,0.28243
-0.296666,0,-0.0434494,0.003,0.531223
-0.379573,0,-0.0260277,0.003,0.117124
-0.35236,0,-0.031229,0.003,0.268955
-0.357243,0,-0.0397491,0.003,0.260789
-0.211707,0,-0.0290756,0.003,0.880796
-0.323387,0,-0.0445137,0.003,0.32232
-0.313832,0,0.225012,0.003,1.93468
-0.380901,0,-0.0137024,0.003,0.143339
-0.11981,0,0.151829,0.003,2.32512
-0.381002,0,-0.0852013,0.003,0.0145921
-0.27087,0,-0.0454235,0.003,0.541633
-0.261566,0,-0.0373478,0.003,0.688701
-0.343178,0,-0.0168934,0.003,0.400434
-0.21366,0,0.323673,0.003,1.98669
-0.0886643,0,0.283672,0.003,2.07559
0.262939,0,0.0203609,0.003,2.90696
-0.0590614,0,1.49147,0.003,1.32013
-0.242769,0,-0.0398102,0.003,0.853522
0.298496,0,0.732273,0.003,2.82412
-0.0712699,0,-0.033577,0.003,2.8543
-0.375386,0,0.580351,0.003,2.79872
-0.31588,0,-0.0213547,0.003,0.342567
-0.298437,0,1.82696,0.003,1.13151
0.240305,0,2.59594,0.003,3.05612
-0.276497,0,1.22157,0.003,0.783521
-0.381008,0,-0.0912037,0.003,0.0129797
-0.354132,0,0.218845,0.003,1.99493
-0.319852,0,0.0227985,0.003,2.31112
0.289473,0,1.96231,0.003,2.17381
-0.145904,0,5.28258,0.003,8.62194
-0.0289827,0,-0.0172024,0.003,1.34125
-0.149948,0,-0.0904217,0.003,0.429854
0.065448,0,3.66236,0.003,4.48941
-0.209899,0,0.211359,0.003,1.80184
-0.00584102,0,-0.0714645,0.003,1.27107
-0.125742,0,-0.0851917,0.003,0.667409
0.191958,0,-0.00511932,0.003,3.30491
0.0216844,0,1.52979,0.003,3.22964
-0.153583,0,-0.0847301,0.003,0.452574
-0.0823441,0,-0.0485973,0.003,0.972329
-0.0476623,0,-0.0744076,0.003,0.796028
-0.122874,0,-0.0909157,0.003,0.676839
-0.108495,0,-0.0744476,0.003,0.429001
0.0996651,0,0.486185,0.003,2.56775
-0.0762615,0,0.785978,0.003,2.11845
-0.273995,0,-0.0332375,0.003,0.639203
-0.0726494,0,0.27792,0.003,2.00386
-0.154156,0,0.209814,0.003,2.40818
-0.161402,0,-0.0635338,0.003,0.983068
-0.18691,0,-0.0403728,0.003,0.800599
0.12596,0,3.51501,0.003,3.29951
-0.346044,0,-0.0397015,0.003,0.358521
-0.151416,0,-0.0755081,0.003,0.587677
-0.329481,0,1.87344,0.003,1.01648
-0.370682,0,-0.0201931,0.003,0.611337
-0.369266,0,-0.0643024,0.003,0.0449352
-0.298518,0,-0.0780602,0.003,0.234676
-0.381007,0,-0.0497837,0.003,0.0564251
-0.346504,0,-0.0824089,0.003,0.0441544
-0.315898,0,-0.0792847,0.003,0.282868
-0.28955,0,-0.0803051,0.003,0.269129
-0.269113,0,-0.0858269,0.003,0.359851
-0.360463,0,-0.0776615,0.003,0.00859948
-0.299725,0,-0.0486126,0.003,0.359655
-0.35783,0,-0.0280972,0.003,0.248209
-0.379751,0,-0.0199699,0.003,0.0229022
-0.356977,0,-0.0457363,0.003,0.222436
-0.304733,0,-0.0525436,0.003,0.50115
-0.327851,0,-0.0508041,0.003,0.308106
-0.35172,0,-0.0373688,0.003,0.38248
-0.348823,0,-0.0608406,0.003,0.20304
-0.353208,0,-0.0557175,0.003,0.161378
-0.375014,0,-0.0911865,0.003,0.031659
-0.279596,0,-0.0380344,0.003,0.493766
-0.322814,0,-0.0385361,0.003,0.576872
0.0915123,0,0.283848,0.003,4.11053
-0.310591,0,0.678577,0.003,0.817443
-0.373219,0,-0.0597706,0.003,0.0563215
-0.303537,0,0.0605278,0.003,2.27478
-0.38099,0,-0.0792027,0.003,0.0368748
0.308711,0,0.198456,0.003,3.01964
-0.0323767,0,0.305994,0.003,2.18114
-0.337665,0,-0.0684166,0.003,0.22464
-0.157933,0,0.173454,0.003,2.05585
-0.0489945,0,-0.0861549,0.003,2.0547
-0.346083,0,-0.0336342,0.003,0.186631
-0.369006,0,-0.0852051,0.003,0.0847813
-0.167682,0,0.622162,0.003,1.49829
-0.2388,0,-0.0447559,0.003,0.940824
-0.316763,0,-0.0400314,0.003,0.376702
-0.274896,0,0.188047,0.003,2.27054
-0.235494,0,-0.0392494,0.003,0.516513
-0.32153,0,-0.0322876,0.003,0.338539
-0.303566,0,0.00840187,0.003,2.20686
-0.147789,0,-0.0808811,0.003,0.916843
-0.175127,0,-0.0499058,0.003,0.936931
-0.370456,0,-0.0319157,0.003,0.22018
