X,Y,Z,r,absv
-0.154689,0,0.510107,0.003,2.42436
-0.259754,0,-0.0450611,0.003,0.564968
-0.29269,0,-0.0641594,0.003,0.198257
-0.248361,0,-0.0478287,0.003,0.662941
-0.369031,0,-0.0568714,0.003,0.310185
-0.294192,0,-0.0808392,0.003,0.33072
-0.234616,0,-0.0471039,0.003,0.619316
-0.272629,0,-0.0911999,0.003,0.180395
-0.278683,0,-0.054287,0.003,0.378996
-0.377348,0,-0.0287418,0.003,0.0887905
-0.347301,0,-0.0400181,0.003,0.0986856
-0.347268,0,-0.0461426,0.003,0.183213
-0.178555,0,-0.0360279,0.003,0.553693
-0.312234,0,-0.058445,0.003,0.209448
-0.304726,0,0.116779,0.003,2.40982
-0.37576,0,-0.0156822,0.003,0.134293
-0.131424,0,0.0242252,0.003,2.79998
-0.381001,0,-0.0852051,0.003,0.0542112
-0.240403,0,-0.0487537,0.003,0.607124
-0.227888,0,-0.0452919,0.003,0.766657
-0.334983,0,-0.0312328,0.003,0.270866
-0.173923,0,0.220707,0.003,2.4312
-0.0478946,0,0.176311,0.003,2.52105
0.367132,0,-0.0884285,0.003,2.75576
-0.0295973,0,1.53845,0.003,0.911433
-0.210294,0,-0.050806,0.003,0.530746
0.352376,0,0.642139,0.003,2.7701
-0.0483523,0,-0.0903778,0.003,1.16744
-0.309115,0,0.502352,0.003,2.32364
-0.304823,0,-0.0358696,0.003,0.659439
-0.31921,0,1.86736,0.003,0.699187
0.313289,0,2.71826,0.003,2.64701
-0.254329,0,1.24157,0.003,0.469529
-0.380992,0,-0.0912037,0.003,0.000529387
-0.345925,0,0.10751,0.003,2.47046
-0.320831,0,-0.0311146,0.003,0.587243
0.195555,0,2.00488,0.003,1.9734
-0.0173855,0,5.68214,0.003,8.16802
0.00488871,0,-0.0770683,0.003,1.60162
-0.120561,0,-0.0906734,0.003,0.605364
0.156657,0,3.85554,0.003,4.05834
-0.193216,0,0.110897,0.003,2.27214
0.0521728,0,-0.0781193,0.003,1.28635
-0.0940856,0,-0.0836754,0.003,0.34109
0.0445099,0,-0.0199757,0.003,1.41103
0.0295702,0,1.67915,0.003,2.75347
-0.126385,0,-0.0884628,0.003,0.63564
0.00525078,0,-0.0697556,0.003,1.96123
-0.000516742,0,-0.0573406,0.003,0.932754
-0.0919801,0,-0.0904846,0.003,0.587141
-0.0590807,0,-0.0841923,0.003,0.70494
0.0616446,0,0.351629,0.003,3.0265
-0.11164,0,0.674206,0.003,2.57286
-0.24899,0,-0.0405407,0.003,0.630815
-0.0104908,0,0.164358,0.003,3.59597
-0.122882,0,0.0816116,0.003,2.87132
-0.12683,0,-0.071476,0.003,0.806419
-0.131841,0,-0.0531273,0.003,1.45182
0.176225,0,3.66021,0.003,2.84906
-0.333855,0,-0.0500698,0.003,0.51164
-0.115361,0,-0.0761089,0.003,0.602929
-0.358892,0,1.90259,0.003,0.677964
-0.367765,0,-0.0302982,0.003,0.0869002
-0.368885,0,-0.0662098,0.003,0.0470753
-0.280677,0,-0.0814209,0.003,0.362229
-0.381005,0,-0.0495949,0.003,0.0144109
-0.346407,0,-0.0832996,0.003,0.0227629
-0.306804,0,-0.0807667,0.003,0.247551
-0.272968,0,-0.0820236,0.003,0.471536
-0.250999,0,-0.085783,0.003,0.32852
-0.359394,0,-0.0774441,0.003,0.0425806
-0.284734,0,-0.0551529,0.003,0.457807
-0.354645,0,-0.0373974,0.003,0.163271
-0.379258,0,-0.0205688,0.003,0.147688
-0.35257,0,-0.0491333,0.003,0.20309
-0.288965,0,-0.0594006,0.003,0.279372
-0.316348,0,-0.0644722,0.003,0.368853
-0.340722,0,-0.0458088,0.003,0.125692
-0.346663,0,-0.0648632,0.003,0.0644219
-0.350803,0,-0.0556278,0.003,0.040016
-0.374976,0,-0.0911942,0.003,0.0166023
-0.253615,0,-0.0444927,0.003,0.576773
-0.306672,0,-0.0552635,0.003,0.223985
0.0107446,0,0.26198,0.003,0.443711
-0.341168,0,0.639143,0.003,1.20067
-0.373608,0,-0.0625153,0.003,0.0712556
-0.318832,0,-0.0207577,0.003,1.1116
-0.38097,0,-0.0792027,0.003,0.00293714
0.359655,0,0.189234,0.003,1.36732
-0.0854921,0,0.201385,0.003,3.39004
-0.334045,0,-0.0726376,0.003,0.107994
-0.123493,0,0.0646763,0.003,2.51021
-0.0270362,0,-0.0791397,0.003,0.443259
-0.334129,0,-0.0440102,0.003,0.334741
-0.369011,0,-0.0852165,0.003,0.0252828
-0.156495,0,0.555326,0.003,1.54681
-0.20596,0,-0.0549774,0.003,0.643455
-0.302744,0,-0.0506954,0.003,0.241589
-0.291499,0,0.0638103,0.003,2.74315
-0.199639,0,-0.048811,0.003,0.808494
-0.307194,0,-0.046587,0.003,0.567686
-0.284909,0,-0.0253811,0.003,0.549098
-0.115546,0,-0.0846062,0.003,0.791266
-0.123693,0,-0.0592384,0.003,1.01538
-0.368098,0,-0.0387421,0.003,0.215024
-0.0569476,0,-0.019228,0.003,0.584377
0.0903885,0,0.131876,0.003,2.59105
0.00683933,0,-0.0136414,0.003,1.54411
0.176197,0,-0.0750217,0.003,1.33292
-0.322185,0,-0.0138645,0.003,0.414087
-0.108696,0,-0.0806961,0.003,1.10528
-0.153289,0,-0.0642338,0.003,0.634928
-0.161741,0,-0.0591164,0.003,0.603251
0.0665315,0,-0.0106068,0.003,1.61159
0.377157,0,2.44445,0.003,0.79114
-0.379864,0,0.722273,0.003,3.04097
0.063271,0,1.52529,0.003,5.24951
0.31837,0,0.577656,0.003,2.884
-0.200067,0,0.200954,0.003,1.80993
-0.364444,0,-0.0742168,0.003,0.0175116
-0.141543,0,-0.0686951,0.003,0.700721
-0.327852,0,-0.0447445,0.003,0.194174
-0.355927,0,-0.031498,0.003,0.23943
-0.373788,0,-0.0508308,0.003,0.0693391
-0.376927,0,-0.0451965,0.003,0.114121
-0.352512,0,-0.0795898,0.003,0.0159903
-0.357775,0,-0.0655861,0.003,0.0248693
-0.322584,0,-0.0860977,0.003,0.18528
-0.300721,0,-0.0807762,0.003,0.407338
-0.313121,0,-0.081049,0.003,0.173286
-0.263006,0,-0.085413,0.003,0.318631
-0.287937,0,-0.0813599,0.003,0.236407
-0.23904,0,-0.080246,0.003,0.409964
-0.319344,0,-0.0592804,0.003,0.252037
-0.276915,0,-0.0866013,0.003,0.558992
-0.219984,0,-0.0799961,0.003,0.430694
-0.206895,0,-0.0911331,0.003,0.565515
-0.352553,0,-0.0735931,0.003,0.0427523
