X,Y,Z,r,absv
0.329477,0,0.0522156,0.003,0.917913
-0.186465,0,-0.0536575,0.003,0.216488
-0.243773,0,-0.0755024,0.003,0.0908359
-0.172482,0,-0.0541725,0.003,0.0645376
-0.363526,0,-0.0662804,0.003,0.173255
-0.252806,0,-0.0806274,0.003,0.0573272
-0.158765,0,-0.0596161,0.003,0.0935021
-0.221877,0,-0.0911388,0.003,0.190954
-0.218665,0,-0.075655,0.003,0.140694
-0.369835,0,-0.0495892,0.003,0.186416
-0.307664,0,-0.0664673,0.003,0.159609
-0.313657,0,-0.0655117,0.003,0.123214
-0.0874174,0,-0.0718193,0.003,0.0400252
-0.271972,0,-0.0700817,0.003,0.0398276
-0.156077,0,-0.048418,0.003,0.0494001
-0.366393,0,-0.04105,0.003,0.451414
0.0511058,0,-0.0773621,0.003,0.329949
-0.380742,0,-0.0851974,0.003,0.00875284
-0.166462,0,-0.0540791,0.003,0.0702709
-0.153062,0,-0.0537853,0.003,0.215952
-0.265901,0,-0.0490055,0.003,0.185031
0.0135004,0,-0.0717468,0.003,0.571163
-0.0444382,0,-0.0575333,0.003,0.190179
0.257797,0,-0.0755329,0.003,1.55694
0.147188,0,1.30698,0.003,2.29361
-0.134423,0,-0.0597363,0.003,0.0584633
-0.171279,0,-0.041235,0.003,0.230809
0.137542,0,-0.0673027,0.003,0.660827
-0.00973907,0,-0.0719299,0.003,0.363015
-0.239229,0,-0.0592098,0.003,0.189162
0.0436875,0,1.31209,0.003,3.63387
0.0475742,0,2.73165,0.003,2.02785
-0.121318,0,0.850395,0.003,2.77673
-0.381002,0,-0.0912018,0.003,0.0147085
-0.0976366,0,-0.0675983,0.003,0.0981339
-0.265283,0,-0.0595036,0.003,0.152947
-0.367952,0,1.74699,0.003,2.97179
-0.294888,0,7.73575,0.003,6.39604
0.170904,0,-0.0264454,0.003,1.31455
-0.0124666,0,-0.0912018,0.003,0.290945
0.0902001,0,4.34437,0.003,1.65936
-0.0255854,0,-0.0582752,0.003,1.03677
0.261102,0,0.028368,0.003,0.537216
0.0699315,0,-0.0841579,0.003,0.420158
0.328228,0,-0.0516987,0.003,0.471952
0.060921,0,2.06468,0.003,0.287692
-0.02057,0,-0.0900116,0.003,0.199878
0.248545,0,-0.0629692,0.003,1.27279
0.265099,0,-0.0649948,0.003,0.450113
0.0616617,0,-0.0908051,0.003,0.257914
0.132221,0,-0.0909748,0.003,0.802496
0.13997,0,-0.0784187,0.003,0.959318
-0.266973,0,-0.0294895,0.003,0.821494
-0.168322,0,-0.0477791,0.003,0.12601
0.373084,0,-0.0344753,0.003,1.51243
0.044986,0,-0.0629673,0.003,1.53517
0.0677406,0,-0.0906219,0.003,0.241918
0.0506901,0,-0.065237,0.003,0.151798
0.293966,0,4.08426,0.003,0.971499
-0.304603,0,-0.0717449,0.003,0.100657
0.0341337,0,-0.089241,0.003,0.347889
-0.29892,0,1.68733,0.003,1.97732
-0.358669,0,-0.0507755,0.003,0.0352887
-0.36468,0,-0.0722141,0.003,0.133121
-0.231013,0,-0.0858879,0.003,0.0934971
-0.380278,0,-0.0551987,0.003,0.163343
-0.331812,0,-0.0911198,0.003,0.0796938
-0.265638,0,-0.0805359,0.003,0.0723952
-0.218854,0,-0.0859184,0.003,0.125512
