X,Y,Z,r,absv
0.0571339,0.0575942,0.0500004,0.05,0.447345
0.170192,0.0528322,0.0499952,0.05,0.32075
0.272855,0.0554713,0.0499913,0.05,0.238155
0.375387,0.0564814,0.0499823,0.05,0.171982
0.476825,0.0565634,0.0500013,0.05,0.177224
0.577525,0.05688,0.0499919,0.05,0.191202
0.678321,0.0578614,0.0499814,0.05,0.178874
0.778548,0.0592925,0.0499675,0.05,0.149965
0.879111,0.0589125,0.04998,0.05,0.187106
0.979729,0.0594287,0.0499895,0.05,0.187239
1.08024,0.0596633,0.0499821,0.05,0.185468
1.18033,0.0597687,0.0499823,0.05,0.177744
1.28114,0.0593535,0.0499815,0.05,0.191778
1.38144,0.0593149,0.0499785,0.05,0.196025
1.48186,0.0594213,0.0499935,0.05,0.186367
1.58236,0.0591821,0.0499961,0.05,0.193717
1.68279,0.0590958,0.049986,0.05,0.20255
1.78345,0.05963,0.0499963,0.05,0.178218
1.88396,0.0590678,0.0499857,0.05,0.190404
1.9844,0.059095,0.0499766,0.05,0.189783
2.0844,0.0596388,0.0499698,0.05,0.165413
2.18436,0.0601964,0.0499544,0.05,0.0871535
2.28475,0.0585045,0.050007,0.05,0.166169
2.38608,0.0576218,0.0500121,0.05,0.184953
2.48677,0.0570005,0.0499787,0.05,0.152065
2.58857,0.0563153,0.0499876,0.05,0.176866
2.69258,0.0573301,0.04999,0.05,0.174729
2.79817,0.0582167,0.0499782,0.05,0.206937
2.90734,0.0642,0.0499703,0.05,0.442338
0.111322,0.151355,0.04989,0.05,0.120706
0.216899,0.150164,0.0499343,0.05,0.0763248
0.32012,0.15252,0.04999,0.05,0.128577
0.423236,0.153232,0.0499754,0.05,0.0553108
0.525474,0.154656,0.0499794,0.05,0.0349269
0.626687,0.154437,0.0499674,0.05,0.0113789
0.727772,0.155743,0.0499432,0.05,0.0121431
0.828538,0.156315,0.0499589,0.05,0.014913
0.9293,0.157199,0.0499452,0.05,0.00558705
1.02995,0.157574,0.049947,0.05,0.00503617
1.13029,0.157776,0.049938,0.05,0.00390337
1.23083,0.157541,0.0499533,0.05,0.0103404
1.33129,0.157687,0.049951,0.05,0.0221557
1.43169,0.157626,0.0499512,0.05,0.0242302
1.53212,0.157604,0.0499482,0.05,0.0310322
1.63251,0.157677,0.0499506,0.05,0.0072888
1.73299,0.15774,0.0499306,0.05,0.0104118
1.83334,0.157807,0.0499247,0.05,0.00976696
1.93376,0.15754,0.0499214,0.05,0.0139911
2.0343,0.157239,0.0499213,0.05,0.0150068
2.13493,0.156925,0.0499156,0.05,0.0229927
2.23565,0.155236,0.0499862,0.05,0.0184393
2.33717,0.155042,0.0499103,0.05,0.0320342
2.43884,0.15425,0.0499869,0.05,0.0571437
2.54205,0.153114,0.0499487,0.05,0.118167
2.64672,0.151541,0.0500104,0.05,0.187618
2.75129,0.150344,0.0499332,0.05,0.199221
2.85909,0.152584,0.0499548,0.05,0.461197
0.0532068,0.241194,0.0499903,0.05,0.21814
0.166554,0.242292,0.0499674,0.05,0.090935
0.270279,0.242516,0.0499287,0.05,0.017634
0.373141,0.242804,0.0499035,0.05,0.027379
0.474664,0.243048,0.049935,0.05,0.0213741
0.576285,0.24386,0.0499063,0.05,0.0271797
0.677574,0.2445,0.0499268,0.05,0.0114304
0.778429,0.244901,0.0499371,0.05,0.0102696
0.879299,0.24564,0.0499279,0.05,0.00562883
0.979798,0.245902,0.0499192,0.05,0.00767695
1.08027,0.245998,0.0499192,0.05,0.00540881
1.18068,0.245942,0.0499268,0.05,0.00146603
1.28115,0.245865,0.0499194,0.05,0.00753959
1.38159,0.24579,0.0499248,0.05,0.00493592
1.48198,0.245755,0.0499275,0.05,0.0071365
1.58236,0.245824,0.0499211,0.05,0.00349834
1.68277,0.245932,0.0499127,0.05,0.00529629
1.7832,0.24594,0.0499194,0.05,0.00689697
1.88364,0.246032,0.04992,0.05,0.00550679
1.98406,0.246014,0.0499112,0.05,0.0125531
2.0845,0.245707,0.0499443,0.05,0.0187462
2.18564,0.245033,0.0499116,0.05,0.0324697
2.28668,0.244495,0.0499086,0.05,0.0503264
2.38817,0.243828,0.0499536,0.05,0.0445835
2.49186,0.243493,0.0499408,0.05,0.115173
2.59457,0.242515,0.0499434,0.05,0.131392
2.69971,0.242646,0.0499516,0.05,0.205619
2.80516,0.243084,0.0499869,0.05,0.3175
2.91384,0.243179,0.0499837,0.05,0.365755
0.111853,0.331472,0.0499939,0.05,0.0591522
0.22055,0.331801,0.0499044,0.05,0.0183562
0.322605,0.331659,0.0499233,0.05,0.0351269
0.424086,0.331032,0.0499779,0.05,0.0143011
0.52537,0.331732,0.0499246,0.05,0.0266486
0.626508,0.33255,0.0499401,0.05,0.0128538
0.727862,0.33276,0.0499461,0.05,0.00655728
0.828751,0.333692,0.0499197,0.05,0.00905026
0.929388,0.333745,0.0499319,0.05,0.00554088
1.02988,0.333871,0.049937,0.05,0.00874271
1.13035,0.333837,0.049948,0.05,0.0096091
1.23079,0.333835,0.0499495,0.05,0.00624531
1.3313,0.333677,0.049957,0.05,0.00664911
1.43176,0.333726,0.0499685,0.05,0.00151145
1.53219,0.333724,0.0499675,0.05,0.00406951
1.63266,0.333776,0.0499702,0.05,0.00481654
1.73316,0.333756,0.0499536,0.05,0.00507194
1.83356,0.333824,0.049946,0.05,0.00727847
1.93402,0.333914,0.0499416,0.05,0.00903258
2.03448,0.333799,0.0499347,0.05,0.0152503
2.13521,0.333657,0.049922,0.05,0.0299489
2.2363,0.333035,0.0499066,0.05,0.0433634
2.33818,0.332726,0.0499117,0.05,0.0533903
2.44008,0.332317,0.0499108,0.05,0.0713605
2.54363,0.331093,0.0499608,0.05,0.113109
2.6466,0.331083,0.0499606,0.05,0.177005
2.75016,0.331468,0.0499604,0.05,0.217298
2.85828,0.331143,0.0499841,0.05,0.303319
0.0501998,0.417447,0.0500669,0.05,0.225098
0.166744,0.421064,0.0499518,0.05,0.0290692
0.271996,0.419979,0.0499411,0.05,0.0355451
0.373489,0.419113,0.0499255,0.05,0.0433377
0.474795,0.419399,0.0499277,0.05,0.0220628
0.575881,0.419961,0.0499192,0.05,0.0197042
0.677243,0.420527,0.0499288,0.05,0.0119818
0.778263,0.420964,0.049934,0.05,0.0112261
0.87914,0.421197,0.0499302,0.05,0.012574
0.979686,0.421128,0.0499341,0.05,0.0108145
1.08017,0.421114,0.0499385,0.05,0.011436
1.18066,0.421122,0.0499318,0.05,0.00967488
1.28113,0.421066,0.0499363,0.05,0.00551967
1.38163,0.42101,0.0499357,0.05,0.00473733
1.482,0.421025,0.0499368,0.05,0.00366678
1.58242,0.421001,0.0499345,0.05,0.004537
1.68287,0.421004,0.0499378,0.05,0.00368175
1.78329,0.421099,0.049939,0.05,0.00526446
1.88374,0.421163,0.0499381,0.05,0.0103305
1.98422,0.421249,0.0499249,0.05,0.011481
2.08482,0.421206,0.0499321,0.05,0.0141576
2.18574,0.421018,0.0499149,0.05,0.0269747
2.28684,0.420678,0.0499039,0.05,0.0325574
2.38934,0.420148,0.0499463,0.05,0.0496875
2.49193,0.419612,0.0499069,0.05,0.1027
2.59483,0.419348,0.0499826,0.05,0.143355
2.69788,0.419839,0.0499545,0.05,0.193151
2.80351,0.419689,0.0499808,0.05,0.218839
2.91343,0.417943,0.0499906,0.05,0.311316
0.112066,0.507063,0.0499732,0.05,0.0158161
0.220634,0.507783,0.0499182,0.05,0.00865642
0.323557,0.507435,0.0499783,0.05,0.0273334
0.424816,0.507396,0.0499389,0.05,0.0226418
0.525991,0.507313,0.0499428,0.05,0.0222736
0.627145,0.507645,0.0499497,0.05,0.0128752
0.727988,0.508187,0.0499505,0.05,0.0106235
0.828902,0.508382,0.0499459,0.05,0.0085044
0.929549,0.508444,0.049956,0.05,0.00931194
1.03006,0.50844,0.0499612,0.05,0.00821515
1.13052,0.508408,0.0499611,0.05,0.00718196
1.23099,0.508337,0.0499657,0.05,0.00661824
1.33146,0.5083,0.0499593,0.05,0.00475241
1.43185,0.508294,0.0499633,0.05,0.0052514
1.53227,0.508279,0.0499626,0.05,0.00485749
1.6327,0.508264,0.0499616,0.05,0.000851515
1.73309,0.5083,0.0499619,0.05,0.00353211
1.83352,0.508395,0.049961,0.05,0.0058499
1.93393,0.50845,0.0499553,0.05,0.0050346
2.03449,0.508551,0.0499544,0.05,0.0108027
2.1351,0.508535,0.0499287,0.05,0.01576
2.23635,0.508262,0.0499413,0.05,0.0267596
2.33745,0.507614,0.0499031,0.05,0.0279798
2.44005,0.507369,0.0499398,0.05,0.0520921
2.54216,0.507343,0.0499603,0.05,0.0887629
2.64521,0.507733,0.049931,0.05,0.165719
