X,Y,Z,r,absv
0.0498587,0.0529644,0.0499283,0.05,4.79673e-05
0.149693,0.0499614,0.0500726,0.05,8.45991e-05
0.249581,0.0499904,0.049983,0.05,9.61026e-05
0.349474,0.0499518,0.0499601,0.05,0.000106643
0.449377,0.049929,0.0499379,0.05,0.00011367
0.549324,0.0498917,0.0499039,0.05,0.000121263
0.649358,0.0498868,0.0498953,0.05,0.000116539
0.749589,0.04989,0.0499043,0.05,0.000150209
0.850421,0.0499018,0.0499116,0.05,0.000178896
0.951828,0.0498846,0.0498906,0.05,0.000204919
1.05397,0.049919,0.0499277,0.05,0.000198997
1.15696,0.0499417,0.0499386,0.05,0.000180169
1.26117,0.0499824,0.0499776,0.05,0.000154905
1.3665,0.0501879,0.0499497,0.05,0.000159468
1.47226,0.0510108,0.0499166,0.05,0.000357409
1.57773,0.0501801,0.0499505,0.05,0.000367447
1.68294,0.0507722,0.049906,0.05,0.000326575
1.79028,0.0499996,0.0499935,0.05,0.000352713
1.89649,0.0499501,0.049962,0.05,0.000238067
1.99952,0.0498564,0.0498832,0.05,0.000320702
2.10091,0.0498835,0.0499199,0.05,0.000272663
2.20212,0.0498412,0.0498884,0.05,0.000258578
2.30254,0.0498765,0.0499063,0.05,0.000359502
2.40268,0.0499098,0.0499129,0.05,0.000340628
2.50267,0.0499657,0.049964,0.05,0.000329571
2.60263,0.0499958,0.0499837,0.05,0.000305971
2.70261,0.0499649,0.0499634,0.05,0.000234156
2.8026,0.0499719,0.0499643,0.05,0.000169016
2.94875,0.0499996,0.0499935,0.05,2.27112e-05
0.0994568,0.139733,0.0499666,0.05,6.71782e-05
0.199393,0.136733,0.0499585,0.05,0.000154377
0.299391,0.136659,0.0499796,0.05,0.000114802
0.399377,0.13656,0.0499727,0.05,0.000118313
0.499345,0.136457,0.0499615,0.05,0.000120678
0.599328,0.136387,0.0499276,0.05,0.000139529
0.699494,0.136327,0.049922,0.05,0.000177054
0.800036,0.13618,0.0499218,0.05,0.000202866
0.901192,0.136029,0.0499258,0.05,0.000215901
1.00287,0.135809,0.0499531,0.05,0.000217075
1.10544,0.135595,0.0499449,0.05,0.000227868
1.20903,0.135304,0.0499818,0.05,0.000229351
1.31399,0.135492,0.0499894,0.05,0.000162017
1.41963,0.136013,0.0499755,0.05,0.000188137
1.52591,0.135748,0.0499664,0.05,0.000274499
1.63172,0.136639,0.0499844,0.05,0.000262143
1.73896,0.136149,0.049973,0.05,0.000316498
1.84443,0.135393,0.049953,0.05,0.000233608
1.94763,0.13582,0.0499805,0.05,0.000240039
2.05002,0.136,0.0499605,0.05,0.000327506
2.15152,0.135984,0.0499451,0.05,0.000323924
2.25226,0.136219,0.0499615,0.05,0.000324473
2.35258,0.136371,0.0499443,0.05,0.000327693
2.45262,0.136518,0.0499509,0.05,0.000296192
2.55263,0.13689,0.0499441,0.05,0.000259808
2.65261,0.137158,0.0499565,0.05,0.00023494
2.75258,0.137318,0.0499739,0.05,0.00021457
2.86735,0.15013,0.0499934,0.05,8.91243e-05
0.0498479,0.232969,0.0498612,0.05,7.5452e-05
