point_x,point_y,point_z,force_x,force_y,force_z
0.190613,-0.157982,0.234645,48.9633,-2.94167,-2.97668
0.190576,0.355852,0.234814,102.803,5.56889,63.5113
0.17534,0.289609,0.305467,58.3016,-29.893,15.5427
0.240759,-0.218634,0.233966,-19.7938,-3.4677,4.45439
0.241033,-0.217304,0.232695,-1.57353,-0.0625621,0.347029
0.237701,-0.187015,0.248147,-13.8154,-2.48888,3.08305
0.243201,-0.064539,0.222644,-47.2959,-1.1686,12.1108
0.244827,0.12714,0.215101,-290.215,106.602,-30.4565
0.238052,0.140675,0.246519,-137.847,56.7178,6.21788
0.248084,0.291962,0.2,6.83524,-7.19069,50.6978
0.248084,0.291962,0.2,6.83524,-7.19069,50.6978
0.248084,0.291302,0.2,-87.0153,-43.5484,13.337
0.248084,0.291302,0.2,-87.0153,-43.5484,13.337
0.246442,-0.444369,0.207614,-266.571,-82.6807,-62.9516
0.224674,-0.162626,0.308555,-206.165,-43.5224,-91.5664
0.239501,0.0379671,0.239802,-750.323,-217.074,93.0308
0.22469,0.13389,0.308482,-934.214,109.168,154.937
0.223769,0.12942,0.312753,-489.562,-207.4,133.408
0.247888,0.416667,0.200906,67.447,-18.9881,15.9913
0.248084,0.416667,0.2,69.8757,-19.3289,12.9374
0.247888,0.424762,0.200906,-294.509,146.572,-40.7914
0.248084,0.416667,0.2,69.8757,-19.3289,12.9374
0.248084,0.424762,0.2,-259.338,104.571,-165.319
0.247131,0.421086,0.204419,-113.232,-33.4232,34.8735
0.242957,0.515166,0.223776,-234.58,27.6787,3.52427
0.240633,0.537275,0.234549,-10.9675,-2.79161,2.05474
0.227497,-0.360159,0.295464,-443.962,-221.89,-65.306
0.229922,-0.387213,0.284218,-128.407,-65.9472,-30.9724
0.229922,-0.383333,0.284218,-11.7148,8.36211,-1.51175
0.248084,-0.520367,0.2,-66.3215,5.2353,38.7288
0.248084,-0.520367,0.2,-66.3215,5.2353,38.7288
0.248084,-0.516667,0.2,-0.407327,0.144474,0.2152
0.248084,-0.516667,0.2,-0.407327,0.144474,0.2152
0.248084,-0.516667,0.2,-0.407327,0.144474,0.2152
0.248084,-0.516667,0.2,-0.407327,0.144474,0.2152
0.245116,-0.505555,0.213762,-9.69723,4.80689,-4.01974
0.223954,-0.0525368,0.311893,-59.879,-13.4726,-37.1803
0.219331,-0.0758659,0.333333,48.9064,6.80312,25.0092
0.220263,-0.0758659,0.329011,-33.2375,9.53363,-7.95208
0.237322,0.344923,0.249904,-177.188,-37.6433,-40.8027
0.230187,0.353848,0.282992,-2.88488,-1.48311,-0.726806
0.228205,-0.475514,0.29218,-32.9394,19.1195,3.28605
0.22916,-0.480146,0.287753,-293.288,22.078,-48.5988
0.219745,-0.251922,0.331411,-6.44763,2.24689,-5.31412
0.219331,-0.25,0.333333,23.0521,7.37769,2.2581
0.219331,-0.25,0.333333,23.0521,7.37769,2.25809
0.21878,-0.252745,0.336078,-46.8684,15.9783,10.173
