point_x,point_y,point_z,force_x,force_y,force_z
-0.216764,0.619851,0.499413,38.2144,19.3666,-14.3245
-0.220406,0.636695,0.482917,29.1337,13.8455,-14.1104
-0.246112,-0.777391,0.373905,19.6304,2.76771,-10.9746
-0.237747,0.853762,0.408985,72.9386,16.9654,-56.9059
-0.241577,-0.557226,0.392925,26.6145,6.68978,-20.519
-0.248454,-0.211665,0.364082,21.8162,2.77731,2.11169
-0.21806,0.122698,0.493542,35.1381,9.73909,-4.12972
-0.218014,0.122917,0.49375,33.9538,13.7418,-4.21919
-0.216726,0.422303,0.499584,12.2375,1.58415,-6.19983
-0.217666,0.383905,0.495326,24.3678,6.12899,-18.0968
-0.257242,0.253797,0.327646,37.3455,7.07999,-18.3547
-0.217782,0.908552,0.494805,27.2127,-1.40267,-12.6052
-0.225813,-0.830929,0.459036,46.5265,-21.2159,-25.8763
-0.283246,-0.584248,0.226109,62.9431,6.92854,-53.1612
-0.253608,-0.0154885,0.342466,20.6743,-4.4263,-16.3411
-0.24541,0.476237,0.376846,66.4522,5.92871,-15.729
-0.269562,0.322783,0.279541,20.9729,1.50756,-3.72281
-0.271467,0.654338,0.272104,19.7922,-0.876164,-10.9384
-0.225536,-0.972958,0.460198,19.2979,-1.45926,-9.51835
-0.220716,-0.609932,0.481515,31.4913,-9.29184,-21.4494
-0.226579,-0.623593,0.455826,18.3238,2.25121,-5.01704
-0.223294,-0.0561134,0.469835,43.5455,-9.06467,-33.3103
-0.233213,0.327417,0.428001,62.0321,6.05459,-17.1077
-0.250539,0.683333,0.355338,16.6801,-1.30497,-6.60308
-0.250539,0.683643,0.355338,19.4316,-1.5066,-7.70428
-0.251044,0.707393,0.353221,14.2514,-1.20736,-6.49358
-0.250011,-0.95519,0.357551,31.3874,1.9375,-26.1949
-0.279929,-0.35911,0.239062,40.6233,-11.7764,-31.496
-0.233214,-0.317927,0.427999,18.3106,0.150883,-2.8676
-0.222849,-0.00899797,0.471853,37.1987,13.1087,-16.6723
-0.281852,0.414919,0.231552,42.4042,-0.587547,-5.33789
-0.259131,0.801646,0.320272,18.1505,-0.690225,-7.05423
-0.249784,0.822735,0.358506,15.3379,-1.24579,-5.80811
-0.273039,-0.835587,0.265964,12.5031,1.1845,-4.68927
-0.253636,-0.69336,0.342348,22.7134,3.70818,-17.7885
-0.275795,-0.719884,0.255202,23.3498,-2.61706,-16.6894
-0.24903,-0.42929,0.361668,89.0767,-35.6612,-44.2472
-0.202633,-0.313339,0.563418,8.71018,1.65682,-6.73043
-0.266498,0.0684046,0.291503,43.251,5.48351,-10.2926
-0.253489,0.57093,0.342967,80.8175,-2.55037,-42.6698
-0.248393,0.581816,0.364339,23.5175,10.1115,-14.1326
-0.232274,0.712963,0.43194,28.5124,-0.62958,-23.8907
-0.224416,0.755477,0.464894,14.9852,-0.661918,-5.47634
-0.235921,0.343669,0.215665,-110.863,-10.3781,95.1546
-0.239933,0.343558,0.2,32.3765,-0.611211,-6.64579
-0.239933,0.343558,0.2,32.3765,-0.611211,-6.64579
-0.239933,-0.65,0.2,15.9633,-2.74028,-3.43427
-0.239933,-0.653074,0.2,-6.00106,-1.77137,12.2437
-0.239933,-0.65,0.2,15.9633,-2.74028,-3.43427
-0.239933,-0.653074,0.2,-6.00106,-1.77137,12.2437
-0.239933,-0.65,0.2,15.9633,-2.74028,-3.43427
-0.239933,-0.65,0.2,15.9633,-2.74028,-3.43427
-0.235423,-0.65,0.217607,-104.872,95.6915,37.8563
-0.235423,-0.655465,0.217607,-427.35,190.907,257.839
-0.239933,-0.632295,0.2,-19.848,-22.8811,246.317
-0.239933,-0.632295,0.2,-19.848,-22.8811,246.317
-0.238132,-0.546594,0.207032,-30.5569,-10.3694,3.26144
-0.234376,0.243942,0.221695,-333.732,18.9766,36.3417
