point_x,point_y,point_z,force_x,force_y,force_z
0.242852,0.121857,0.263724,15.2018,0.629237,3.12965
0.219292,0.114528,0.350277,90.6752,-19.3023,-14.9347
0.229806,0.214711,0.311004,29.0366,8.70565,-2.55117
0.29886,-0.235725,0.24195,-935.756,31.1524,-191.436
0.30615,-0.0885563,0.215528,-16.3354,8.46685,-7.02411
0.296347,0.0973196,0.251055,-391.777,154.855,2.99582
0.292498,0.139182,0.265007,-466.936,42.9532,87.964
0.310434,0.361159,0.2,-5.43939,-2.03029,31.4241
0.310434,0.361159,0.2,-5.43939,-2.03029,31.4241
0.310434,0.349606,0.2,-111.549,-36.2884,59.4203
0.310434,0.349606,0.2,-111.549,-36.2884,59.4203
0.306195,-0.445642,0.215363,-507.5,-96.5836,-185.979
0.280746,-0.370511,0.2,-1.50867,-10.141,20.5052
0.284329,-0.174222,0.294612,-6.83493,-2.08755,-5.44848
0.310434,-0.164722,0.2,-82.067,14.8223,67.0638
0.310434,-0.164722,0.2,-82.067,14.8223,67.0638
0.294761,0.033326,0.256805,-194.257,-0.959698,1.59127
0.277962,0.160282,0.317689,-143.439,-0.3689,22.3126
0.307357,0.428667,0.211154,-529.043,49.1908,-471.58
0.307244,0.428228,0.211561,-529.617,3.55902,-467.29
0.310434,0.429148,0.2,-253.241,-26.3226,753.558
0.310434,0.429148,0.2,-253.241,-26.3226,753.558
0.299215,0.512853,0.240662,2.43157,0.321301,-0.168601
0.278478,-0.368088,0.315818,-151.448,0.396772,-93.3874
0.282521,-0.393288,0.301166,15.3393,3.26224,1.56957
0.310434,-0.516667,0.2,-30.1685,14.3003,-12.1414
0.310434,-0.516667,0.2,-30.1685,14.3002,-12.1416
0.310434,-0.516667,0.2,-30.1685,14.3002,-12.1416
0.310434,-0.515737,0.2,-34.4481,17.7353,-8.90993
0.310434,-0.516667,0.2,-30.1685,14.3003,-12.1414
0.310434,-0.515737,0.2,-34.4481,17.7353,-8.90993
0.270489,-0.0820948,0.345618,-642.511,-213.918,57.8848
0.293127,0.34606,0.262727,-57.8837,26.7925,-3.08559
0.292678,0.344309,0.264354,-89.0955,34.9269,1.07825
0.283519,0.338537,0.297547,-9.28553,4.24857,-0.787039
0.310434,-0.944766,0.2,-145.291,11.1103,53.4597
0.310434,-0.944766,0.2,-145.291,11.1103,53.4597
0.283456,-0.481109,0.297776,-251.48,68.1397,35.1926
0.283615,-0.481728,0.297201,-226.63,-102.391,-82.2847
0.271002,-0.260288,0.343622,-15.3904,-6.72847,-8.88577
0.271115,-0.260758,0.343181,-16.571,-7.596,-9.66597
0.267689,-0.286363,0.35652,-39.2089,-15.95,0.456038
0.272444,0.0363011,0.338008,-76.2583,-4.17169,-10.231
0.273645,0.0363011,0.333333,12.7893,3.18418,-0.144308
0.273645,0.433967,0.333333,-50.0238,-2.26696,-12.2592
0.274115,0.433967,0.331631,-57.9286,-24.0486,-39.7362
0.292328,-0.592475,0.26562,0.670437,-0.102594,0.332053
0.288102,-0.568505,0.280936,-185.934,14.6843,-45.7292
0.287698,-0.614522,0.282402,-322.824,-3.27325,36.6018
0.262573,-0.433797,0.376433,-8.63016,1.14616,-7.33997
0.253594,-0.106538,0.411388,-29.8548,-7.37708,-5.45178
0.247364,-0.0914939,0.435639,0.45033,0.0640055,0.100334
0.281989,0.260456,0.303093,-203.731,103.407,-73.7237
0.28101,0.256639,0.306639,-60.7941,-2.07981,17.161
0.288093,0.618794,0.28097,-299.255,-14.0525,28.2582
0.291408,-0.793074,0.268956,-16.3775,0.377175,-10.5647
0.283629,-0.79344,0.297148,18.5531,-0.245546,-1.07622
0.280658,-0.965099,0.307917,-316.871,-91.2783,-87.0488
0.264067,-0.566299,0.370617,-3.20338,1.08521,0.272181
0.307677,-0.72622,0.209992,-317.732,-22.6797,57.2827
0.248844,-0.207448,0.429875,-75.603,-0.784693,-49.8563
0.257319,0.0970706,0.396887,-4.30571,-0.0849935,0.925933
0.2456,0.125837,0.442504,-28.4115,-6.69732,9.96079
0.24629,0.128699,0.439819,-164.706,0.244819,35.4835
0.266936,0.339396,0.359449,-13.6762,4.59904,1.19221
0.272278,0.351016,0.338654,7.10911,3.29392,4.07705
0.299129,0.95,0.240974,-67.1783,-0.781419,13.2277
0.299129,0.95,0.240974,-67.1783,-0.781419,13.2277
0.294943,0.932535,0.256144,-91.7094,-8.58983,17.2478
0.273645,-0.686356,0.333333,8.01636,-0.0580133,6.68888
0.274092,-0.686356,0.331714,1.81194,-0.0274802,1.63051
0.271049,-0.855982,0.343438,-4.8654,2.51332,-1.91385
0.242439,-0.473028,0.45481,-0.256456,-0.0233918,-0.220567
0.250868,-0.359067,0.421997,-69.5673,5.62835,-3.62661
0.242987,-0.018344,0.452675,-178.791,-59.7897,-21.0627
0.253336,0.238876,0.412389,-22.7243,11.6434,-9.59294
0.273166,0.525804,0.335196,-197.28,45.6736,28.5319
0.273645,0.525804,0.333333,-157.3,53.7882,-35.9255
0.266487,0.503954,0.361199,-282.609,-86.8424,24.068
0.306654,0.771821,0.2137,-1475.63,-696.548,-168.292
0.305925,0.742521,0.216342,-740.97,-265.381,-290.679
0.241767,-0.563136,0.457425,-26.1469,-4.21935,4.93494
0.237026,-0.584817,0.476617,-126.711,-55.1995,-1.54243
0.233184,-0.14277,0.492769,-12.2791,5.18412,0.256612
0.23323,-0.142974,0.492576,-11.6438,-3.68161,-4.01642
0.235022,-0.171136,0.485043,3.79667,0.199125,3.11598
0.235329,0.180148,0.483752,0.95353,0.363691,0.243615
0.228901,0.159649,0.510778,-125.022,-4.87616,22.9986
0.248491,0.389922,0.431251,-24.4914,-9.94698,0.305755
0.242557,0.391598,0.454351,2.5254,0.774049,1.78467
0.283752,0.731329,0.296703,-24.8573,-13.0138,-8.41111
0.284405,0.685423,0.294337,-204.81,-107.104,-78.019
0.284405,0.683333,0.294337,-129.136,-101.82,-45.4211
0.272592,0.716846,0.33743,-175.806,-90.5132,-43.3391
0.273645,0.716846,0.333333,-25.1299,-12.7073,-23.3536
0.286039,0.871977,0.288415,-50.6914,14.6641,-6.13977
0.290288,0.853352,0.273014,9.74397,-1.22949,8.29158
0.25325,-0.652007,0.412726,-13.1228,-0.872483,2.76889
0.25325,-0.65,0.412726,0.521131,0.0264651,0.167824
0.254945,-0.623947,0.406129,-71.4462,-36.9266,-20.0564
0.250751,-0.673966,0.422454,-51.2856,-0.970271,11.0305
0.265938,-0.77286,0.363334,-547.704,-113.902,22.0877
0.269001,-0.746289,0.351412,-244.289,-122.657,-44.8278
0.264764,-0.796304,0.367904,-558.098,-54.4037,75.4186
0.234184,-0.367022,0.488564,-61.2856,0.166838,-5.79045
0.227682,-0.0350658,0.5159,-14.0767,0.672291,-1.93788
0.225368,-0.0625581,0.525628,18.1589,-0.0540178,8.72402
0.21998,-0.0248837,0.548283,-13.9513,4.79388,-3.94823
0.239393,0.307702,0.466667,-15.3799,6.61721,-11.3707
0.238624,0.307702,0.469901,-65.1471,24.9279,1.13029
0.240045,0.331281,0.46413,12.7802,2.41873,10.505
0.250183,0.507997,0.424663,-26.042,14.1519,-11.5177
0.25008,0.507566,0.425067,-30.3532,9.6492,-5.34425
0.257423,0.56437,0.396482,-16.2156,2.6575,-2.57335
0.246674,0.59738,0.438324,-25.4676,-9.87766,0.890206
0.25721,-0.954838,0.397312,-98.7319,-38.9219,-40.223
0.225965,-0.564702,0.523118,-25.1131,-4.04437,5.21549
0.2164,-0.126655,0.563331,-14.9788,4.18681,-11.2733
0.218866,0.110842,0.552965,-21.2324,2.026,-2.74084
0.210892,0.116323,0.586488,9.13326,2.28655,-0.734525
0.228721,0.447278,0.511533,-82.0478,6.01095,-24.3051
0.262398,0.809113,0.377114,-401.475,-13.9141,86.0099
0.262398,0.816667,0.377114,-23.8719,13.2653,2.14842
0.259267,0.830346,0.389304,-116.36,26.3576,18.7848
0.261364,0.95,0.381141,-359.861,-172.239,-49.4883
0.261364,0.95,0.381141,-359.861,-172.239,-49.4883
0.231304,-0.651588,0.500672,1.64458,0.0833297,1.10644
0.231304,-0.65,0.500672,7.29691,1.05201,5.56243
0.226847,-0.62982,0.519412,-27.0791,-0.203619,6.34243
0.227633,-0.675822,0.516105,-44.675,-15.1794,-1.97151
0.250581,-0.850531,0.423116,5.68734,2.56628,0.320138
0.216371,-0.259416,0.563455,-36.0329,-3.31204,-29.8694
0.204859,-0.024353,0.612883,-40.3952,-12.827,4.94232
0.199006,-0.00293504,0.639627,-41.6001,15.8592,3.3118
0.21532,0.264079,0.567872,-11.0454,4.22926,0.651682
0.224121,0.270971,0.530873,-5.4411,2.60574,-0.534455
0.251603,0.730863,0.419137,-155.337,43.3284,26.1625
0.251832,0.729914,0.418246,-150.08,-58.6475,-44.2233
0.236177,-0.829749,0.480188,-75.7402,-24.496,8.84618
0.219829,-0.451482,0.548917,-18.8766,-0.0135546,-15.8085
0.22275,-0.430573,0.536635,4.67065,0.726689,-0.947585
0.193696,-0.103372,0.663893,-18.5129,-9.50858,-5.82376
0.200213,0.0734201,0.634111,-13.606,-4.22383,-9.2525
0.211649,0.498724,0.583303,-3.2748,-0.162828,-2.73441
0.212447,0.527668,0.579949,-0.288546,-0.0149656,-0.240868
0.243485,0.892942,0.450735,-232.364,-54.4608,36.5734
0.224088,-0.755912,0.531011,-11.3867,0.732448,2.62032
0.196269,-0.184885,0.652137,13.7162,-0.301069,-3.42428
0.181377,-0.0147174,0.720189,-0.0174709,-0.00379211,-0.0132383
0.206512,0.19244,0.60533,2.47954,0.787042,-0.185621
0.202504,0.206967,0.623642,-13.4631,0.931001,-6.3646
0.226029,0.543529,0.522852,-100.706,-2.73806,-0.198036
0.213694,-0.35804,0.574706,-73.4929,-11.9565,5.04495
0.2135,-0.357174,0.575525,-82.5897,18.7909,14.8442
0.207678,0.315919,0.6,13.0912,-0.83935,12.7038
0.206729,0.315919,0.604338,-44.4721,-0.804849,11.2563
0.199618,0.325489,0.636832,-142.745,11.0538,35.3159
0.194047,0.428367,0.66229,-11.2822,-0.0548097,-9.10615
0.192054,0.461953,0.671396,6.61999,-3.18501,1.20364
0.220814,-0.864173,0.544775,-10.8404,2.2858,-1.89195
0.220498,-0.86277,0.546103,0.526198,0.0626855,0.0493519
0.225587,-0.884845,0.524707,9.1068,-3.71277,5.75344
0.199222,-0.274399,0.638643,-10.9221,5.03869,-0.450967
0.195699,0.241488,0.654741,-11.3919,2.64915,2.23597
0.188042,0.267557,0.689731,-16.8656,-5.13333,2.5447
0.233338,0.683333,0.492121,-70.6469,32.1721,5.37794
0.233338,0.680165,0.492121,-131.594,-1.48592,30.8125
0.203544,-0.783333,0.618892,4.2954,0.653589,-0.894116
0.203544,-0.778626,0.618892,-72.2547,9.92928,-6.49946
0.200826,-0.431989,0.631313,-9.33254,1.10117,-0.677526
0.180997,-0.218104,0.721924,-9.86838,1.43898,2.01231
0.203531,0.610563,0.618952,-8.3335,-1.83178,-1.8496
0.221795,0.85775,0.540651,-15.3944,-7.36269,-1.48778
0.216869,0.885369,0.561359,7.50039,-3.59351,3.78341
0.240727,0.827363,0.461473,-19.1464,-1.0062,-5.41148
