point_x,point_y,point_z,force_x,force_y,force_z
0.0421579,-0.423198,0.215632,22.7737,5.20312,12.0693
0.0414464,-0.390273,0.226427,83.4687,41.4055,12.9686
0.0431129,-0.218802,0.201145,68.6136,6.52551,32.1239
0.0431883,-0.218802,0.2,61.8531,5.64346,6.77736
0.0421321,-0.193974,0.216023,76.3027,4.85462,33.0781
0.0431883,-0.23754,0.2,4.46994,0.355305,52.6102
0.0431883,-0.23754,0.2,4.46994,0.355305,52.6102
0.042027,0.635864,0.217618,617.674,177.118,50.7147
0.0406494,0.664178,0.238518,90.3176,43.7976,5.08024
0.0414619,-0.51224,0.226191,262.262,98.9892,108.412
0.0414619,-0.516666,0.226191,124.116,10.0782,67.3479
0.0400604,-0.530198,0.247453,648.357,157.228,275.673
0.042682,0.879901,0.20768,872.678,261.842,380.753
0.0400013,-0.115284,0.248351,47.8305,-6.80323,27.0025
0.0400013,-0.116667,0.248351,24.7397,-13.6285,9.88537
0.0401331,-0.163017,0.246351,-61.6417,-8.59019,-10.757
0.0399078,-0.159585,0.249768,165.811,-25.7701,33.1733
0.0404914,0.109085,0.240915,172.498,104.602,108.955
0.0405996,0.107435,0.239273,297.683,104.643,80.1103
0.0427049,0.0637742,0.207334,-79.5923,35.5692,-21.5875
0.0397542,0.781234,0.252099,337.948,6.6776,197.636
0.0378633,0.77817,0.280786,245.567,-76.1455,117.263
0.0396386,0.37618,0.253853,111.185,-8.92588,4.22589
0.0362404,0.934559,0.305406,-16.2779,1.85639,-0.369569
0.0422077,0.95,0.214877,230.013,-142.423,-15.5448
0.0422077,0.95,0.214877,230.013,-142.423,-15.5448
0.0423375,0.92578,0.212907,436.185,218.222,21.7234
0.0419655,0.931449,0.218551,-100.889,14.4297,-3.13861
0.03577,-0.43795,0.312542,-57.3478,-4.75683,-25.2841
0.03828,0.00699392,0.274464,122.684,11.6262,70.6832
0.0360521,0.0154642,0.308264,-3.69697,0.428109,0.145831
0.0360521,0.0166667,0.308264,-14.8681,4.47186,1.84116
0.0431883,-0.916667,0.2,-65.6133,-79.3478,303.492
0.0431883,-0.904641,0.2,-382.505,47.0129,1924.12
0.0431883,-0.916667,0.2,-65.6133,-79.3478,303.492
0.0431883,-0.916667,0.2,-65.6133,-79.3478,303.492
0.0431883,-0.904641,0.2,-382.505,47.0129,1924.12
0.0431883,-0.902959,0.2,1418.2,50.709,-1356.1
0.0429864,-0.902959,0.203063,2101.96,-322.078,1179.51
0.0426363,-0.908293,0.208374,120.781,-273.629,262.844
0.0426006,-0.653105,0.208916,94.8985,-15.4456,50.1429
0.0427917,-0.656017,0.206017,-1.37568,-0.0558851,-0.130068
0.0426006,-0.65,0.208916,41.752,24.2303,8.16141
0.0416964,0.197364,0.222633,22.9346,-7.23196,-7.07194
0.0819156,0.0207421,0.2,-21.5761,39.0989,89.3141
0.04089,-0.817544,0.234868,383.027,-102.273,145.692
0.0396562,-0.796123,0.253585,879.665,-209.837,461.52
0.0426642,-0.804775,0.207951,-14.8458,4.98397,2.65721
0.0377735,-0.678489,0.282148,240.891,-5.4165,-59.8496
0.0404391,-0.306915,0.241708,170.747,-19.0488,-15.946
0.0384985,-0.289778,0.27115,679.123,-150.03,278.107
0.0431883,0.373584,0.2,-21.7066,-0.398054,60.8799
0.0431883,0.373584,0.2,-21.7066,-0.398054,60.8799
0.0431883,0.407343,0.2,149.262,-3.95028,95.8027
0.0431883,0.407343,0.2,149.262,-3.9488,95.8027
0.087001,-0.383821,0.293868,-49.3635,5.47111,-27.9276
0.087001,-0.383333,0.293868,-36.023,4.05907,-20.34
0.0815604,0.0192501,0.379597,-54.8651,-11.2664,-26.6801
0.0841256,0.145263,0.337798,-36.5255,6.49344,-19.9602
0.0846323,-0.253531,0.329802,-90.8727,-3.70352,-14.5109
0.0845396,-0.254945,0.33121,-116.36,-6.36209,-30.9741
0.0843996,-0.254945,0.333333,-82.4624,-2.96964,-16.1698
0.0851494,0.683617,0.321958,-35.9045,-1.76769,-13.1643
0.0851494,0.683333,0.321958,-22.4657,-1.15348,-8.24731
0.0798665,-0.403236,0.4072,-147.341,-25.3287,-80.6752
0.089589,-0.423,0.254605,-82.2694,-1.17478,-0.920258
