point_x,point_y,point_z,force_x,force_y,force_z
0.217623,0.207228,0.319134,37.1211,17.0921,3.00169
0.214343,0.233481,0.331509,36.2971,17.1916,4.0611
0.28862,-0.228237,0.239918,-1616.87,178.83,-48.1215
0.290945,-0.218851,0.231149,-4.37806,2.19799,-6.00462
0.29297,-0.0816115,0.223508,-82.5822,25.8809,-21.0197
0.286802,0.0974707,0.246778,-392.986,-107.825,49.5511
0.283031,0.139267,0.261005,-255.12,-95.0857,11.2291
0.299201,0.351684,0.2,-37.1763,3.26341,28.088
0.299201,0.351684,0.2,-37.1763,3.26341,28.088
0.29555,-0.446143,0.213775,-256.139,-101.196,-111.674
0.270117,-0.165924,0.309727,18.748,-5.04603,-2.42626
0.28449,0.0368284,0.255499,-115.298,-36.9191,10.7067
0.267096,0.13779,0.321124,-0.41696,-0.049571,0.0749546
0.266982,0.13733,0.321554,-2.37086,-0.326977,0.445915
0.268969,0.159935,0.314055,-116.231,-14.9503,22.1586
0.296857,0.429021,0.208843,-616.649,-39.9032,-77.0547
0.299201,0.429021,0.2,-16.9319,-1.63442,-22.4995
0.296407,0.427206,0.210539,-570.272,-169.945,22.0274
0.299201,0.431128,0.2,-43.0106,-4.18149,194.46
0.299201,0.431128,0.2,-43.0106,-4.18149,194.46
0.288774,0.512884,0.239338,4.95389,-1.20437,0.0433263
0.270207,-0.365453,0.309388,-492.197,-200.348,-94.763
0.273165,-0.392797,0.298226,-18.9407,-1.28851,3.84115
0.299201,-0.518912,0.2,-13.2676,-5.55568,0.511315
0.299201,-0.516667,0.2,5.60173,1.80815,1.73796
0.299201,-0.516667,0.2,5.60173,1.80815,1.73796
0.299201,-0.516667,0.2,5.60173,1.80815,1.73796
0.299201,-0.518912,0.2,-13.2676,-5.55568,0.511315
0.299201,-0.516667,0.2,5.60173,1.80815,1.73796
0.261604,-0.0793807,0.342472,-404.757,-110.743,50.344
0.283781,0.343597,0.258174,-245.971,97.0386,-3.69307
0.283514,0.342517,0.259183,-238.206,65.7249,24.8643
0.268167,0.697124,0.2,-2.73947,4.16281,9.96669
0.273527,-0.480193,0.29686,-392.772,148.884,13.2336
0.273684,-0.480825,0.296269,-365.716,-53.1848,-128.102
0.261342,-0.256945,0.343536,-21.5321,-7.97281,-14.8714
0.261732,-0.258622,0.341955,-4.93034,-2.24592,-3.56285
0.259444,-0.28477,0.351224,-134.527,-53.3153,4.64318
0.262324,0.0429712,0.339557,-132.04,6.53782,6.0777
0.263859,0.0429712,0.333333,38.6095,-0.982925,-2.68119
0.263859,0.432295,0.333333,-52.3129,19.3732,-9.25922
0.264404,0.432295,0.33128,-63.8544,-14.7797,-52.7081
0.28334,-0.591513,0.259838,-512.44,26.6633,-0.376015
0.278844,-0.568054,0.276799,-250.324,29.1783,-2.31287
0.278344,-0.614302,0.278687,-24.7562,-4.42448,-21.0182
0.254428,-0.428918,0.371551,-51.3982,-17.6869,4.62395
0.253546,-0.425126,0.375125,28.625,0.554819,19.8474
0.245223,-0.105589,0.40885,-27.2119,-13.2316,-10.4555
0.239176,-0.0909823,0.433355,-14.8848,-4.60667,-1.86385
0.27402,0.252462,0.295001,-288.257,150.322,-103.22
0.273065,0.248605,0.298605,-126.55,11.3035,33.1024
0.278381,0.619075,0.278548,-307.115,-35.6686,59.5147
