X,Y,Z,Qw,Qx,Qy,Qz,clump_type,absv
-0.02868049592,0,0.009448215365,1,0,0,0,0008,0.001042139018
-0.02154500037,0,0.009402319789,1,0,0,0,0007,0.00226414972
-0.01440949738,0,0.009446665645,1,0,0,0,0000,3.039179501e-05
-0.007273994386,0,0.009967043996,1,0,0,0,0006,0.0002784641401
-0.0001384988427,0,0.009984970093,1,0,0,0,0001,0.00150156091
0.006997004151,0,0.009957641363,1,0,0,0,0010,0.001573554124
0.01413249969,0,0.009907409549,1,0,0,0,0007,0.001035691355
0.02126801014,0,0.009848803282,1,0,0,0,0010,0.001564483973
0.02840350568,0,0.009060308337,1,0,0,0,0000,0.0009881800506
0.03553900123,0,0.009303793311,1,0,0,0,0003,0.001472095493
0.04267451167,0,0.009506300092,1,0,0,0,0001,0.0005116210668
0.04980999231,0,0.009954839945,1,0,0,0,0004,0.0003592773573
0.05694550276,0,0.009554475546,1,0,0,0,0008,0.0007702781004
0.0640810132,0,0.009443670511,1,0,0,0,0006,0.001841075602
0.07121649384,0,0.01035793126,1,0,0,0,0008,0.001514668227
0.07835200429,0,0.009363085032,1,0,0,0,0006,0.0004179501557
0.08548751473,0,0.009357884526,1,0,0,0,0006,0.0004685225431
0.09262299538,0,0.009448125958,1,0,0,0,0008,0.0004859914479
-0.09290000051,0,0.0168787092,1,0,0,0,0001,0.002502881689
-0.08576449752,0,0.01540111005,1,0,0,0,0003,0.0002741468779
-0.07862900198,0,0.01586903632,1,0,0,0,0001,0.002435616218
-0.07149349898,0,0.01609493792,1,0,0,0,0005,0.002053187229
-0.06435799599,0,0.01661190391,1,0,0,0,0010,0.0002147524501
-0.05722250044,0,0.01693554223,1,0,0,0,0006,0.0002292022255
-0.05008699745,0,0.0163372159,1,0,0,0,0008,0.0002830464509
-0.04295149446,0,0.01549755037,1,0,0,0,0001,4.248442201e-05
-0.03581599891,0,0.01584379375,1,0,0,0,0002,0.001083830371
-0.02868049592,0,0.01586984098,1,0,0,0,0001,0.001610654639
-0.02154500037,0,0.01597647369,1,0,0,0,0005,0.003449928248
-0.01440949738,0,0.01556682587,1,0,0,0,0003,5.090476407e-05
-0.007273994386,0,0.0162486285,1,0,0,0,0000,0.0004297586565
-0.0001384988427,0,0.01599761844,1,0,0,0,0000,0.002346039051
0.006997004151,0,0.01683464646,1,0,0,0,0008,0.002490765415
0.01413249969,0,0.01633375883,1,0,0,0,0002,0.001617898117
0.02126801014,0,0.01667094231,1,0,0,0,0007,0.002382405568
0.02840350568,0,0.01553887129,1,0,0,0,0010,0.001517666155
0.03553900123,0,0.01542817056,1,0,0,0,0000,0.002238728805
0.04267451167,0,0.01603235304,1,0,0,0,0010,0.0007932066219
0.04980999231,0,0.0161793679,1,0,0,0,0001,0.0005596640985
0.05694550276,0,0.01617974043,1,0,0,0,0005,0.001194669399
0.0640810132,0,0.01576256752,1,0,0,0,0001,0.002865665359
0.07121649384,0,0.01718470454,1,0,0,0,0009,0.002376622288
0.07835200429,0,0.0160933435,1,0,0,0,0009,0.0006487402134
0.08548751473,0,0.01578494906,1,0,0,0,0003,0.0007194588543
0.09262299538,0,0.01591978967,1,0,0,0,0002,0.0007676634705
-0.09290000051,0,0.02290254831,1,0,0,0,0000,0.003450641641
-0.08576449752,0,0.02203439176,1,0,0,0,0010,0.0003745963913
-0.07862900198,0,0.0220901072,1,0,0,0,0004,0.003308857325
-0.07149349898,0,0.02257573605,1,0,0,0,0005,0.002783952979
-0.06435799599,0,0.02318069339,1,0,0,0,0002,0.0002932163188
-0.05722250044,0,0.02356269956,1,0,0,0,0007,0.0003138141765
-0.05008699745,0,0.02316556871,1,0,0,0,0009,0.0003854732786
-0.04295149446,0,0.02162903547,1,0,0,0,0002,4.744191392e-05
-0.03581599891,0,0.02232420444,1,0,0,0,0008,0.001460597268
-0.02868049592,0,0.0222415626,1,0,0,0,0007,0.002174154157
-0.02154500037,0,0.0223505497,1,0,0,0,0003,0.004661193583
-0.01440949738,0,0.0216871053,1,0,0,0,0000,8.441984392e-05
-0.007273994386,0,0.02258041501,1,0,0,0,0007,0.0005745306262
-0.0001384988427,0,0.02231097221,1,0,0,0,0007,0.003178129205
0.006997004151,0,0.02326132357,1,0,0,0,0001,0.003437764477
0.01413249969,0,0.02286039293,1,0,0,0,0009,0.002207835438
0.02126801014,0,0.02299256623,1,0,0,0,0000,0.003237026511
0.02840350568,0,0.02251824737,1,0,0,0,0010,0.002027793322
0.03553900123,0,0.02185302973,1,0,0,0,0009,0.003091230989
0.04267451167,0,0.02275888622,1,0,0,0,0005,0.001068811747
0.04980999231,0,0.02265433967,1,0,0,0,0009,0.0007521596854
0.05694550276,0,0.02245473862,1,0,0,0,0001,0.001621841686
0.0640810132,0,0.02218177915,1,0,0,0,0008,0.003887689905
0.07121649384,0,0.02396161854,1,0,0,0,0007,0.00324919913
0.07835200429,0,0.02277378738,1,0,0,0,0005,0.0008841443341
0.08548751473,0,0.02201195061,1,0,0,0,0002,0.0009635389433
0.09262299538,0,0.0224416703,1,0,0,0,0009,0.001060509705
-0.09290000051,0,0.02902668715,1,0,0,0,0003,0.004239277449
-0.08576449752,0,0.02876804769,1,0,0,0,0005,0.0004800910247
-0.07862900198,0,0.02876202762,1,0,0,0,0010,0.004155128263
-0.07149349898,0,0.02930699289,1,0,0,0,0010,0.003530641552
-0.06435799599,0,0.02949927747,1,0,0,0,0005,0.0003596177557
-0.05722250044,0,0.0299898237,1,0,0,0,0002,0.0003948907543
-0.05008699745,0,0.02999413013,1,0,0,0,0008,0.0004865923547
-0.04295149446,0,0.02796091139,1,0,0,0,0005,4.306601477e-05
-0.03581599891,0,0.02920524776,1,0,0,0,0010,0.001824674662
-0.02868049592,0,0.02891391516,1,0,0,0,0007,0.002717868192
-0.02154500037,0,0.02847445011,1,0,0,0,0000,0.005966017488
-0.01440949738,0,0.02770736814,1,0,0,0,0001,0.0001310840016
-0.007273994386,0,0.02941291034,1,0,0,0,0010,0.0007089044666
-0.0001384988427,0,0.02867460251,1,0,0,0,0001,0.004031086341
0.006997004151,0,0.02973821759,1,0,0,0,0009,0.004386035725
0.01413249969,0,0.02973771095,1,0,0,0,0009,0.002792658517
0.02126801014,0,0.02926425636,1,0,0,0,0006,0.004094207194
0.02840350568,0,0.02909742296,1,0,0,0,0002,0.002600422595
0.03553900123,0,0.02867862582,1,0,0,0,0008,0.003803630592
0.04267451167,0,0.0292853713,1,0,0,0,0006,0.001342480769
0.04980999231,0,0.02907948196,1,0,0,0,0000,0.000933576317
0.05694550276,0,0.02867980301,1,0,0,0,0004,0.002048708498
0.0640810132,0,0.02860115469,1,0,0,0,0001,0.004914220888
0.07121649384,0,0.03058856726,1,0,0,0,0006,0.004132180475
0.07835200429,0,0.02900397778,1,0,0,0,0000,0.001128723612
0.08548751473,0,0.02853943408,1,0,0,0,0009,0.001190399867
0.09262299538,0,0.02911400795,1,0,0,0,0005,0.001369787613
-0.09290000051,0,0.0354514122,1,0,0,0,0006,0.005116054788
-0.08576449752,0,0.03530174494,1,0,0,0,0006,0.0005910234177
-0.07862900198,0,0.03523385525,1,0,0,0,0000,0.005001002457
-0.07149349898,0,0.03578820825,1,0,0,0,0000,0.004318772815
-0.06435799599,0,0.03586815298,1,0,0,0,0003,0.0004101243103
-0.05722250044,0,0.03611676395,1,0,0,0,0001,0.0004750140361
-0.05008699745,0,0.03657262027,1,0,0,0,0004,0.00058411184
-0.04295149446,0,0.03459325433,1,0,0,0,0008,2.5145584e-05
-0.03581599891,0,0.03613656759,1,0,0,0,0009,0.00218766788
-0.02868049592,0,0.03538617492,1,0,0,0,0003,0.003256669268
-0.02154500037,0,0.03469862044,1,0,0,0,0005,0.007265538909
-0.01440949738,0,0.0341283828,1,0,0,0,0008,0.0001856265735
-0.007273994386,0,0.03614553809,1,0,0,0,0005,0.0008375701145
-0.0001384988427,0,0.03513853252,1,0,0,0,0009,0.004888627678
0.006997004151,0,0.03661581874,1,0,0,0,0009,0.005311503075
0.01413249969,0,0.03626485169,1,0,0,0,0002,0.003365141107
0.02126801014,0,0.03603686392,1,0,0,0,0010,0.004919056781
0.02840350568,0,0.03527638316,1,0,0,0,0002,0.003187933471
0.03553900123,0,0.03515401483,1,0,0,0,0002,0.004487734288
0.04267451167,0,0.0356618315,1,0,0,0,0002,0.001611847896
0.04980999231,0,0.03515432775,1,0,0,0,0002,0.001110429876
0.05694550276,0,0.03500519693,1,0,0,0,0003,0.002479133662
0.0640810132,0,0.03497062624,1,0,0,0,0007,0.005947499536
0.07121649384,0,0.03731583059,1,0,0,0,0009,0.005011438392
0.07835200429,0,0.03533442318,1,0,0,0,0007,0.001375453197
0.08548751473,0,0.03516727686,1,0,0,0,0004,0.001394882682
0.09262299538,0,0.03573642671,1,0,0,0,0008,0.001699708751
-0.09290000051,0,0.04197645187,1,0,0,0,0005,0.006108508445
-0.08576449752,0,0.0419858098,1,0,0,0,0008,0.0007062444347
-0.07862900198,0,0.04145552218,1,0,0,0,0005,0.005849063396
-0.07149349898,0,0.04196934402,1,0,0,0,0004,0.00511250319
-0.06435799599,0,0.0423874557,1,0,0,0,0008,0.0004658061662
-0.05722250044,0,0.04229393601,1,0,0,0,0003,0.0005492898053
-0.05008699745,0,0.04290100932,1,0,0,0,0003,0.0006786715821
-0.04295149446,0,0.04107569158,1,0,0,0,0002,8.92949538e-06
-0.03581599891,0,0.04271779954,1,0,0,0,0003,0.002559131011
-0.02868049592,0,0.04200878739,1,0,0,0,0010,0.00378105347
-0.02154500037,0,0.04142363369,1,0,0,0,0010,0.008463950828
-0.01440949738,0,0.0409501642,1,0,0,0,0009,0.000238381399
-0.007273994386,0,0.04252807796,1,0,0,0,0003,0.0009639739874
-0.0001384988427,0,0.04155255854,1,0,0,0,0000,0.005725989118
0.006997004151,0,0.0433434695,1,0,0,0,0006,0.00625955034
0.01413249969,0,0.04274213314,1,0,0,0,0008,0.003925802186
0.02126801014,0,0.04255931079,1,0,0,0,0001,0.00580500951
0.02840350568,0,0.04140543938,1,0,0,0,0001,0.003785025328
0.03553900123,0,0.04157949984,1,0,0,0,0007,0.005302668549
0.04267451167,0,0.0417881459,1,0,0,0,0001,0.00187803118
0.04980999231,0,0.04142962396,1,0,0,0,0004,0.001275441609
0.05694550276,0,0.04138080776,1,0,0,0,0005,0.002912085969
0.0640810132,0,0.0413402766,1,0,0,0,0001,0.006985386368
0.07121649384,0,0.04379299283,1,0,0,0,0001,0.005904643331
0.07835200429,0,0.04196543992,1,0,0,0,0006,0.001623872551
0.08548751473,0,0.04159508646,1,0,0,0,0005,0.001581499819
0.09262299538,0,0.04235906899,1,0,0,0,0005,0.002054024721
-0.09290000051,0,0.04830142856,1,0,0,0,0002,0.00705238618
-0.08576449752,0,0.04851996899,1,0,0,0,0003,0.0008282293566
-0.07862900198,0,0.04787771404,1,0,0,0,0004,0.006673858035
-0.07149349898,0,0.04835088551,1,0,0,0,0004,0.005869296379
-0.06435799599,0,0.04910729825,1,0,0,0,0007,0.0005715417792
-0.05722250044,0,0.0486214608,1,0,0,0,0004,0.0006090758834
-0.05008699745,0,0.04912942648,1,0,0,0,0002,0.0007730771904
-0.04295149446,0,0.04715792835,1,0,0,0,0000,5.742824214e-05
-0.03581599891,0,0.04889880121,1,0,0,0,0001,0.002935045399
-0.02868049592,0,0.04863163829,1,0,0,0,0003,0.004289468285
-0.02154500037,0,0.04814887047,1,0,0,0,0005,0.009694553912
-0.01440949738,0,0.04742160439,1,0,0,0,0001,0.0002838794608
-0.007273994386,0,0.04901088774,1,0,0,0,0007,0.001085521537
-0.0001384988427,0,0.04776637256,1,0,0,0,0005,0.006559229456
0.006997004151,0,0.05012138188,1,0,0,0,0010,0.007214912679
0.01413249969,0,0.04911953211,1,0,0,0,0000,0.004485176876
0.02126801014,0,0.04858119786,1,0,0,0,0000,0.006781014148
0.02840350568,0,0.04743456841,1,0,0,0,0000,0.004362996668
0.03553900123,0,0.04830552638,1,0,0,0,0008,0.005998732988
0.04267451167,0,0.04786452651,1,0,0,0,0001,0.002137096366
0.04980999231,0,0.04780523479,1,0,0,0,0004,0.001428330899
0.05694550276,0,0.0480068922,1,0,0,0,0008,0.003341834992
0.0640810132,0,0.04740960896,1,0,0,0,0001,0.008039923385
0.07121649384,0,0.05012015998,1,0,0,0,0006,0.006806905847
0.07835200429,0,0.04854661226,1,0,0,0,0006,0.001877281931
0.08548751473,0,0.04802307487,1,0,0,0,0004,0.001744189532
0.09262299538,0,0.04903192818,1,0,0,0,0009,0.002429823158
-0.09290000051,0,0.05442632735,1,0,0,0,0001,0.007875939831
-0.08576449752,0,0.05485416949,1,0,0,0,0004,0.0009562824271
-0.07862900198,0,0.05435018241,1,0,0,0,0006,0.007485194132
-0.07149349898,0,0.05503289402,1,0,0,0,0010,0.00659344485
-0.06435799599,0,0.05592752993,1,0,0,0,0010,0.0007599287201
-0.05722250044,0,0.0552995652,1,0,0,0,0010,0.0006536529399
-0.05008699745,0,0.05540801585,1,0,0,0,0004,0.0008657278959
-0.04295149446,0,0.05319030583,1,0,0,0,0001,0.0001194506622
-0.03581599891,0,0.05508001149,1,0,0,0,0003,0.003306754632
-0.02868049592,0,0.05505438149,1,0,0,0,0006,0.004791835323
-0.02154500037,0,0.05467404425,1,0,0,0,0006,0.010950475
-0.01440949738,0,0.05354265869,1,0,0,0,0002,0.0003260452359
-0.007273994386,0,0.05574409664,1,0,0,0,0008,0.001200368162
-0.0001384988427,0,0.05418075621,1,0,0,0,0004,0.007388857193
0.006997004151,0,0.05664919317,1,0,0,0,0001,0.008121481165
0.01413249969,0,0.05514673889,1,0,0,0,0001,0.005046172533
0.02126801014,0,0.05480353534,1,0,0,0,0005,0.007761097979
0.02840350568,0,0.05376414955,1,0,0,0,0007,0.004908244591
0.03553900123,0,0.05468125641,1,0,0,0,0000,0.006629937794
0.04267451167,0,0.05389098823,1,0,0,0,0000,0.002387509448
0.04980999231,0,0.05428116024,1,0,0,0,0006,0.001569686341
0.05694550276,0,0.05463315547,1,0,0,0,0005,0.003771147691
0.0640810132,0,0.05372948945,1,0,0,0,0006,0.0090792384
0.07121649384,0,0.05644755065,1,0,0,0,0001,0.007715590298
0.07835200429,0,0.05517806113,1,0,0,0,0007,0.002136466792
0.08548751473,0,0.05460141599,1,0,0,0,0008,0.001880527125
0.09262299538,0,0.05555479228,1,0,0,0,0002,0.002837928012
-0.09290000051,0,0.06065149605,1,0,0,0,0004,0.008684062399
-0.08576449752,0,0.0610384196,1,0,0,0,0000,0.001089851372
-0.07862900198,0,0.06112326682,1,0,0,0,0010,0.008269973099
-0.07149349898,0,0.06156499684,1,0,0,0,0001,0.007331355475
-0.06435799599,0,0.06289820373,1,0,0,0,0010,0.001009252621
-0.05722250044,0,0.06212808192,1,0,0,0,0007,0.0006880264846
-0.05008699745,0,0.06178693473,1,0,0,0,0004,0.0009596121963
-0.04295149446,0,0.05927287042,1,0,0,0,0001,0.0001937507186
-0.03581599891,0,0.06171177328,1,0,0,0,0010,0.003660149174
-0.02868049592,0,0.0614272207,1,0,0,0,0002,0.005286111962
-0.02154500037,0,0.06099916995,1,0,0,0,0001,0.0121874325
-0.01440949738,0,0.05966387689,1,0,0,0,0001,0.0003710993333
-0.007273994386,0,0.06227736175,1,0,0,0,0003,0.00131184631
-0.0001384988427,0,0.06074555218,1,0,0,0,0008,0.008225718513
0.006997004151,0,0.06302703917,1,0,0,0,0007,0.009009822272
0.01413249969,0,0.06142438948,1,0,0,0,0005,0.005583326332
0.02126801014,0,0.06132648885,1,0,0,0,0006,0.008651333861
0.02840350568,0,0.06009398401,1,0,0,0,0000,0.005474799313
0.03553900123,0,0.06065662205,1,0,0,0,0000,0.007377569098
0.04267451167,0,0.06036810577,1,0,0,0,0010,0.002623406472
0.04980999231,0,0.0608073324,1,0,0,0,0005,0.001702936133
0.05694550276,0,0.06100927293,1,0,0,0,0003,0.004201002419
0.0640810132,0,0.06019981205,1,0,0,0,0004,0.01010505017
0.07121649384,0,0.06262485683,1,0,0,0,0003,0.008635648526
0.07835200429,0,0.06155951321,1,0,0,0,0001,0.002409316367
0.08548751473,0,0.06102974713,1,0,0,0,0001,0.001985840499
0.09262299538,0,0.0619276315,1,0,0,0,0006,0.003271915019
-0.09290000051,0,0.06727735698,1,0,0,0,0009,0.009631151333
-0.08576449752,0,0.06737296283,1,0,0,0,0007,0.001225314918
-0.07862900198,0,0.06784655154,1,0,0,0,0005,0.00904018525
-0.07149349898,0,0.06789712608,1,0,0,0,0006,0.008097975515
-0.06435799599,0,0.06946851313,1,0,0,0,0002,0.001206153422
-0.05722250044,0,0.06860645115,1,0,0,0,0003,0.0007149289595
-0.05008699745,0,0.06806583703,1,0,0,0,0002,0.001053028856
-0.04295149446,0,0.06575594842,1,0,0,0,0009,0.0002805737604
-0.03581599891,0,0.06859402359,1,0,0,0,0008,0.003990737721
-0.02868049592,0,0.06765003502,1,0,0,0,0003,0.00577979954
-0.02154500037,0,0.06737451255,1,0,0,0,0007,0.01336637698
-0.01440949738,0,0.06613568962,1,0,0,0,0009,0.0004195325891
-0.007273994386,0,0.06841050088,1,0,0,0,0000,0.001421687077
-0.0001384988427,0,0.06761105359,1,0,0,0,0010,0.009057452902
0.006997004151,0,0.06965534389,1,0,0,0,0006,0.009950555861
0.01413249969,0,0.0681528002,1,0,0,0,0010,0.006090279669
0.02126801014,0,0.06804986298,1,0,0,0,0009,0.009487474337
0.02840350568,0,0.06622375548,1,0,0,0,0003,0.006048601586
0.03553900123,0,0.06703265011,1,0,0,0,0008,0.00803473033
0.04267451167,0,0.06704564393,1,0,0,0,0004,0.002840626519
0.04980999231,0,0.06713344157,1,0,0,0,0002,0.001831527916
0.05694550276,0,0.06713522971,1,0,0,0,0000,0.004626562819
0.0640810132,0,0.06672035158,1,0,0,0,0007,0.01112123579
0.07121649384,0,0.06875233352,1,0,0,0,0000,0.00956124533
0.07835200429,0,0.06774093211,1,0,0,0,0003,0.002695349511
0.08548751473,0,0.06705783308,1,0,0,0,0000,0.002067364054
0.09262299538,0,0.06820051372,1,0,0,0,0000,0.003736976534
-0.09290000051,0,0.07410369813,1,0,0,0,0008,0.01048278064
-0.08576449752,0,0.07385788858,1,0,0,0,0003,0.001363772782
-0.07862900198,0,0.07457007468,1,0,0,0,0010,0.009798170067
-0.07149349898,0,0.07447971404,1,0,0,0,0006,0.008869580925
-0.06435799599,0,0.07553832233,1,0,0,0,0000,0.001308451872
-0.05722250044,0,0.0750849694,1,0,0,0,0007,0.0007333647227
-0.05008699745,0,0.07454510033,1,0,0,0,0008,0.001147842733
-0.04295149446,0,0.07263959944,1,0,0,0,0009,0.0003822637955
-0.03581599891,0,0.07502605021,1,0,0,0,0001,0.004313601181
-0.02868049592,0,0.07427351177,1,0,0,0,0010,0.00626210263
-0.02154500037,0,0.07405038178,1,0,0,0,0007,0.01455619559
-0.01440949738,0,0.07305832207,1,0,0,0,0010,0.0004704253224
-0.007273994386,0,0.07449369133,1,0,0,0,0002,0.001527750981
-0.0001384988427,0,0.07422633469,1,0,0,0,0003,0.0098912213
0.006997004151,0,0.07628388703,1,0,0,0,0007,0.01098073926
0.01413249969,0,0.07488147914,1,0,0,0,0005,0.006593364291
0.02126801014,0,0.07477347553,1,0,0,0,0006,0.01038955525
0.02840350568,0,0.07255391777,1,0,0,0,0004,0.006633650046
0.03553900123,0,0.0739094764,1,0,0,0,0010,0.008573358878
0.04267451167,0,0.07367326319,1,0,0,0,0009,0.003045047866
0.04980999231,0,0.07371000946,1,0,0,0,0010,0.001955790678
0.05694550276,0,0.07326133549,1,0,0,0,0003,0.005041251425
0.0640810132,0,0.07329119742,1,0,0,0,0005,0.0121242404
0.07121649384,0,0.07508014143,1,0,0,0,0007,0.01047768258
0.07835200429,0,0.07397256792,1,0,0,0,0002,0.002988619497
0.08548751473,0,0.07303600013,1,0,0,0,0000,0.002125117229
0.09262299538,0,0.07417310774,1,0,0,0,0000,0.004232476931
-0.09290000051,0,0.0806799978,1,0,0,0,0004,0.01131299138
-0.08576449752,0,0.08049304783,1,0,0,0,0010,0.001502151135
-0.07862900198,0,0.08134393394,1,0,0,0,0006,0.01053985581
-0.07149349898,0,0.08096240461,1,0,0,0,0004,0.009640391916
-0.06435799599,0,0.08195881546,1,0,0,0,0009,0.001361856936
-0.05722250044,0,0.08166383207,1,0,0,0,0005,0.0007411399274
-0.05008699745,0,0.08137492836,1,0,0,0,0009,0.001249123132
-0.04295149446,0,0.07907311618,1,0,0,0,0000,0.0005036016228
-0.03581599891,0,0.08125810325,1,0,0,0,0004,0.004628923722
-0.02868049592,0,0.08109755814,1,0,0,0,0007,0.006739234552
-0.02154500037,0,0.08067642152,1,0,0,0,0006,0.01575532556
-0.01440949738,0,0.07958056033,1,0,0,0,0001,0.0005274997675
-0.007273994386,0,0.08097739518,1,0,0,0,0008,0.001626460114
-0.0001384988427,0,0.080741629,1,0,0,0,0008,0.01072958391
0.006997004151,0,0.08276240528,1,0,0,0,0003,0.01200631261
0.01413249969,0,0.0814102143,1,0,0,0,0006,0.00711196661
0.02126801014,0,0.08139713109,1,0,0,0,0007,0.01130943373
0.02840350568,0,0.07908447087,1,0,0,0,0007,0.007221918553
0.03553900123,0,0.0807364434,1,0,0,0,0007,0.00916652102
0.04267451167,0,0.08010078967,1,0,0,0,0000,0.003232995747
0.04980999231,0,0.08048705757,1,0,0,0,0006,0.002080851002
0.05694550276,0,0.07973797619,1,0,0,0,0007,0.005438142922
0.0640810132,0,0.07976208627,1,0,0,0,0005,0.01311907545
0.07121649384,0,0.08140815794,1,0,0,0,0000,0.01138714608
0.07835200429,0,0.08030448854,1,0,0,0,0005,0.003285281593
0.08548751473,0,0.0793146342,1,0,0,0,0006,0.002158341929
0.09262299538,0,0.08024598658,1,0,0,0,0002,0.004747644067
-0.09290000051,0,0.08700619638,1,0,0,0,0003,0.01227401849
-0.08576449752,0,0.0874787122,1,0,0,0,0010,0.001640796196
-0.07862900198,0,0.08781762421,1,0,0,0,0004,0.01128108799
-0.07149349898,0,0.0874953419,1,0,0,0,0007,0.01041071769
-0.06435799599,0,0.08868007362,1,0,0,0,0006,0.001492717769
-0.05722250044,0,0.08809272945,1,0,0,0,0004,0.0007347268402
-0.05008699745,0,0.08810482919,1,0,0,0,0006,0.001367553952
-0.04295149446,0,0.08555679023,1,0,0,0,0010,0.000635410368
-0.03581599891,0,0.08759041131,1,0,0,0,0003,0.004929530434
-0.02868049592,0,0.08767144382,1,0,0,0,0005,0.007219837978
-0.02154500037,0,0.08725260198,1,0,0,0,0006,0.01695195213
-0.01440949738,0,0.08575247228,1,0,0,0,0003,0.0005888212472
-0.007273994386,0,0.08736120164,1,0,0,0,0000,0.001720267232
-0.0001384988427,0,0.08750756085,1,0,0,0,0008,0.01157788932
0.006997004151,0,0.08929117024,1,0,0,0,0008,0.01297791488
0.01413249969,0,0.08783902228,1,0,0,0,0003,0.007634012494
0.02126801014,0,0.08822126687,1,0,0,0,0010,0.01218947768
0.02840350568,0,0.08541508019,1,0,0,0,0000,0.007809201255
0.03553900123,0,0.08741344512,1,0,0,0,0007,0.009519758634
0.04267451167,0,0.08622811735,1,0,0,0,0003,0.003411341924
0.04980999231,0,0.08681382239,1,0,0,0,0001,0.002213008469
0.05694550276,0,0.08641503751,1,0,0,0,0007,0.005824773107
0.0640810132,0,0.08608289063,1,0,0,0,0002,0.01410702057
0.07121649384,0,0.08748604357,1,0,0,0,0002,0.01230566483
0.07835200429,0,0.08688689768,1,0,0,0,0007,0.003576601855
0.08548751473,0,0.0860940367,1,0,0,0,0010,0.002158717252
0.09262299538,0,0.08671961725,1,0,0,0,0008,0.005277035292
-0.09290000051,0,0.09318234026,1,0,0,0,0001,0.01312342752
-0.08576449752,0,0.09396423399,1,0,0,0,0000,0.001784190652
-0.07862900198,0,0.094241485,1,0,0,0,0005,0.01201459952
-0.07149349898,0,0.09422867,1,0,0,0,0008,0.01116599888
-0.06435799599,0,0.09545169771,1,0,0,0,0010,0.00177039369
-0.05722250044,0,0.09442169964,1,0,0,0,0003,0.0007086134865
-0.05008699745,0,0.09478484094,1,0,0,0,0008,0.001500885119
-0.04295149446,0,0.0921908766,1,0,0,0,0003,0.0007808709634
-0.03581599891,0,0.09397290647,1,0,0,0,0005,0.005219308659
-0.02868049592,0,0.09424550831,1,0,0,0,0007,0.00769460015
-0.02154500037,0,0.09392906725,1,0,0,0,0008,0.01811383478
-0.01440949738,0,0.09197454154,1,0,0,0,0002,0.0006553178537
-0.007273994386,0,0.09379519522,1,0,0,0,0009,0.001811881666
-0.0001384988427,0,0.09432376921,1,0,0,0,0009,0.01245452743
0.006997004151,0,0.09612046182,1,0,0,0,0009,0.01393817365
0.01413249969,0,0.09411792457,1,0,0,0,0003,0.008144355379
0.02126801014,0,0.09474520385,1,0,0,0,0001,0.01312251668
0.02840350568,0,0.09164567292,1,0,0,0,0005,0.008411670104
0.03553900123,0,0.09404055774,1,0,0,0,0006,0.0099866651
0.04267451167,0,0.09275601804,1,0,0,0,0008,0.003571383422
0.04980999231,0,0.09289042652,1,0,0,0,0001,0.002353687771
