X,Y,Z,r,absv
-0.0929,0,0.00348224,0.0035,0.000407734
-0.0857645,0,0.00303508,0.00305,4.7074e-05
-0.078629,0,0.00343047,0.00345,0.000272522
-0.0714935,0,0.00303608,0.00305,0.000274636
-0.064358,0,0.00312607,0.00315,0.000676919
-0.0572225,0,0.00343224,0.00345,0.00020662
-0.050087,0,0.00297984,0.003,0.000124734
-0.0429515,0,0.00318547,0.0032,0.000374941
-0.035816,0,0.00308353,0.0031,0.000257558
-0.0286805,0,0.00302677,0.00305,0.000393422
-0.021545,0,0.00303388,0.00305,0.000658807
-0.0144095,0,0.00322545,0.00325,0.000592652
-0.00727399,0,0.00333421,0.00335,0.000704316
-0.000138499,0,0.0034699,0.0035,0.00027774
0.006997,0,0.00322857,0.00325,0.000589851
0.0141325,0,0.00328162,0.0033,0.000180892
0.021268,0,0.00318067,0.0032,0.000291096
0.0284035,0,0.00303413,0.00305,8.92595e-05
0.035539,0,0.00307855,0.0031,0.000821727
0.0426745,0,0.00322975,0.00325,0.000519776
0.04981,0,0.00338045,0.0034,0.000276516
0.0569455,0,0.00308032,0.0031,0.000454204
0.064081,0,0.00307871,0.0031,0.0011651
0.0712165,0,0.00348008,0.0035,0.000846804
0.078352,0,0.00303328,0.00305,0.000300897
0.0854875,0,0.00303027,0.00305,4.71332e-05
0.092623,0,0.00302635,0.00305,0.000410395
-0.0929,0,0.01041,0.00345,0.000922836
-0.0857645,0,0.00916655,0.0031,0.000127515
-0.078629,0,0.00985546,0.003,0.000615498
-0.0714935,0,0.00946902,0.0034,0.000610816
-0.064358,0,0.00969651,0.00345,0.00148751
-0.0572225,0,0.0102601,0.0034,0.00033963
-0.050087,0,0.0094552,0.0035,0.000261771
-0.0429515,0,0.00941721,0.00305,0.000853068
-0.035816,0,0.00946315,0.0033,0.000455021
-0.0286805,0,0.00944814,0.0034,0.000878943
-0.021545,0,0.00941406,0.00335,0.00147498
-0.0144095,0,0.00944431,0.003,0.00129998
-0.00727399,0,0.0099645,0.0033,0.00160372
-0.000138499,0,0.00998122,0.00305,0.000575479
0.006997,0,0.00995208,0.0035,0.000885854
0.0141325,0,0.00990869,0.00335,0.000639863
0.021268,0,0.00985684,0.0035,0.000634874
0.0284035,0,0.00906426,0.003,0.000199447
0.035539,0,0.00930175,0.00315,0.0018435
0.0426745,0,0.00950418,0.00305,0.00109661
0.04981,0,0.00995575,0.0032,0.000541156
0.0569455,0,0.00955606,0.0034,0.0010184
0.064081,0,0.0094523,0.0033,0.00259965
0.0712165,0,0.0103551,0.0034,0.00193165
0.078352,0,0.00936265,0.0033,0.000675047
0.0854875,0,0.00935592,0.0033,3.12009e-05
0.092623,0,0.00944725,0.0034,0.000897276
-0.0929,0,0.0168875,0.00305,0.00145175
-0.0857645,0,0.0153983,0.00315,0.00026319
-0.078629,0,0.0158802,0.00305,0.000960232
-0.0714935,0,0.0161024,0.00325,0.000918291
-0.064358,0,0.0166177,0.0035,0.0022054
-0.0572225,0,0.0169379,0.0033,0.000528559
-0.050087,0,0.0163314,0.0034,0.000351465
-0.0429515,0,0.015499,0.00305,0.00133246
-0.035816,0,0.0158429,0.0031,0.000564883
-0.0286805,0,0.0158697,0.00305,0.00135835
-0.021545,0,0.0159947,0.00325,0.00227145
-0.0144095,0,0.0155632,0.00315,0.00193719
-0.00727399,0,0.0162447,0.003,0.0025273
-0.000138499,0,0.0159917,0.003,0.000811359
0.006997,0,0.016826,0.0034,0.00184117
0.0141325,0,0.0163357,0.0031,0.0013989
0.021268,0,0.0166834,0.00335,0.000931451
0.0284035,0,0.015545,0.0035,0.000296225
0.035539,0,0.015425,0.003,0.00283516
0.0426745,0,0.016029,0.0035,0.00153269
0.04981,0,0.0161808,0.00305,0.000631447
0.0569455,0,0.0161822,0.00325,0.00157269
0.064081,0,0.015776,0.00305,0.00400308
0.0712165,0,0.0171802,0.00345,0.00303031
0.078352,0,0.0160926,0.00345,0.00103807
0.0854875,0,0.0157819,0.00315,0.000203225
0.092623,0,0.0159184,0.0031,0.00132829
