X,Y,Z,r,absv
-0.0929,0,0.00347532,0.0035,0.000648681
-0.0857645,0,0.00301917,0.00305,0.00100664
-0.078629,0,0.00342721,0.00345,0.000307786
-0.0714935,0,0.0030212,0.00305,0.000281256
-0.064358,0,0.00312836,0.00315,0.000741379
-0.0572225,0,0.00342597,0.00345,0.00046753
-0.050087,0,0.00297137,0.003,0.000151865
-0.0429515,0,0.00317037,0.0032,0.00033797
-0.035816,0,0.00307296,0.0031,0.000172725
-0.0286805,0,0.00302875,0.00305,5.81045e-05
-0.021545,0,0.00302471,0.00305,0.00103726
-0.0144095,0,0.00323112,0.00325,4.15747e-05
-0.00727399,0,0.00332178,0.00335,0.000365669
-0.000138499,0,0.00348666,0.0035,0.000396318
0.006997,0,0.00322655,0.00325,0.00089454
0.0141325,0,0.00327665,0.0033,0.000658472
0.021268,0,0.00317784,0.0032,0.000584861
0.0284035,0,0.00302161,0.00305,0.000208836
0.035539,0,0.00307538,0.0031,0.000827512
0.0426745,0,0.00322869,0.00325,0.000465717
0.04981,0,0.00337584,0.0034,0.000759572
0.0569455,0,0.00307615,0.0031,9.37596e-05
0.064081,0,0.00307983,0.0031,0.000694947
0.0712165,0,0.00347655,0.0035,0.000740396
0.078352,0,0.00302108,0.00305,5.94959e-05
0.0854875,0,0.00302282,0.00305,0.000428905
0.092623,0,0.00302945,0.00305,0.000558348
-0.0929,0,0.0103944,0.00345,0.00147064
-0.0857645,0,0.0091303,0.0031,0.001887
-0.078629,0,0.00984801,0.003,0.000705566
-0.0714935,0,0.00943564,0.0034,0.000618109
-0.064358,0,0.00970167,0.00345,0.00166455
-0.0572225,0,0.0102458,0.0034,0.00106334
-0.050087,0,0.00943629,0.0035,0.000331042
-0.0429515,0,0.00938289,0.00305,0.000765862
-0.035816,0,0.00943936,0.0033,0.000389715
-0.0286805,0,0.0094526,0.0034,0.000129236
-0.021545,0,0.00939347,0.00335,0.00232952
-0.0144095,0,0.00945723,0.003,8.88645e-05
-0.00727399,0,0.00993632,0.0033,0.000824732
-0.000138499,0,0.0100197,0.00305,0.000854458
0.006997,0,0.00994754,0.0035,0.00197289
0.0141325,0,0.00989749,0.00335,0.00151926
0.021268,0,0.0098505,0.0035,0.00131418
0.0284035,0,0.00903586,0.003,0.000494177
0.035539,0,0.00929458,0.00315,0.00186349
0.0426745,0,0.00950174,0.00305,0.0010551
0.04981,0,0.00994529,0.0032,0.00171377
0.0569455,0,0.00954668,0.0034,0.000214907
0.064081,0,0.00945482,0.0033,0.00155991
0.0712165,0,0.0103471,0.0034,0.00151709
0.078352,0,0.00933519,0.0033,7.51752e-05
0.0854875,0,0.00933914,0.0033,0.000959679
0.092623,0,0.00945419,0.0034,0.00125117
-0.0929,0,0.0168629,0.00305,0.00231322
-0.0857645,0,0.0153419,0.00315,0.000920561
-0.078629,0,0.0158684,0.00305,0.00109386
-0.0714935,0,0.0160506,0.00325,0.000914925
-0.064358,0,0.0166257,0.0035,0.00257267
-0.0572225,0,0.0169156,0.0033,0.00166787
-0.050087,0,0.0163022,0.0034,0.000482483
-0.0429515,0,0.0154452,0.00305,0.00119323
-0.035816,0,0.015806,0.0031,0.000612263
-0.0286805,0,0.0158767,0.00305,0.000201618
-0.021545,0,0.0159627,0.00325,0.00361222
-0.0144095,0,0.0155834,0.00315,0.000127942
-0.00727399,0,0.0162004,0.003,0.00128016
-0.000138499,0,0.0160525,0.003,0.00129787
0.006997,0,0.016819,0.0034,0.00296795
0.0141325,0,0.0163182,0.0031,0.00244746
0.021268,0,0.0166736,0.00335,0.00203331
0.0284035,0,0.015501,0.0035,0.000791406
0.035539,0,0.0154138,0.003,0.00289931
0.0426745,0,0.0160252,0.0035,0.00163172
0.04981,0,0.0161643,0.00305,0.00265593
0.0569455,0,0.0161677,0.00325,0.000346429
0.064081,0,0.0157799,0.00305,0.00241804
0.0712165,0,0.0171677,0.00345,0.00243876
0.078352,0,0.0160503,0.00345,0.000229616
0.0854875,0,0.0157558,0.00315,0.00147085
0.092623,0,0.0159292,0.0031,0.00194815
-0.0929,0,0.0228808,0.003,0.0031742
-0.0857645,0,0.0219543,0.0035,0.00285102
-0.078629,0,0.0220892,0.0032,0.00144156
-0.0714935,0,0.0225155,0.00325,0.00117464
-0.064358,0,0.0231994,0.0031,0.00349984
-0.0572225,0,0.0235355,0.00335,0.00227393
-0.050087,0,0.0231182,0.00345,0.000603868
-0.0429515,0,0.0215578,0.0031,0.00161172
-0.035816,0,0.0222728,0.0034,0.000835337
-0.0286805,0,0.0222508,0.00335,0.000275309
-0.021545,0,0.0223319,0.00315,0.00491295
-0.0144095,0,0.0217097,0.003,0.000159027
-0.00727399,0,0.0225146,0.00335,0.00172157
-0.000138499,0,0.0223858,0.00335,0.00172486
0.006997,0,0.0232399,0.00305,0.00393589
0.0141325,0,0.0228392,0.00345,0.0033962
0.021268,0,0.0229961,0.003,0.00276959
0.0284035,0,0.0224673,0.0035,0.0010869
0.035539,0,0.0218336,0.00345,0.00390998
0.0426745,0,0.0227493,0.00325,0.00218658
0.04981,0,0.0226339,0.00345,0.00354493
0.0569455,0,0.0224383,0.00305,0.000493574
0.064081,0,0.0222053,0.0034,0.00326216
0.0712165,0,0.0239385,0.00335,0.00357578
0.078352,0,0.0227154,0.00325,0.000240763
0.0854875,0,0.0219723,0.0031,0.00196479
0.092623,0,0.0224544,0.00345,0.00264824
-0.0929,0,0.0289991,0.00315,0.00402947
-0.0857645,0,0.0286671,0.00325,0.00220665
-0.078629,0,0.0287608,0.0035,0.00174217
-0.0714935,0,0.0292309,0.0035,0.00140123
-0.064358,0,0.0295229,0.00325,0.00443614
-0.0572225,0,0.0299553,0.0031,0.00287962
-0.050087,0,0.0299344,0.0034,0.000688008
-0.0429515,0,0.0278709,0.00325,0.00201278
-0.035816,0,0.0291406,0.0035,0.00105237
-0.0286805,0,0.0289256,0.00335,0.000350395
-0.021545,0,0.0284508,0.003,0.00623497
-0.0144095,0,0.027736,0.00305,0.000186819
-0.00727399,0,0.02933,0.0035,0.00213115
-0.000138499,0,0.0287693,0.00305,0.00213881
0.006997,0,0.0297111,0.00345,0.00489623
0.0141325,0,0.0297109,0.00345,0.00432697
0.021268,0,0.0292687,0.0033,0.0035086
0.0284035,0,0.029033,0.0031,0.00137723
0.035539,0,0.0286542,0.0034,0.00488294
0.0426745,0,0.0292732,0.0033,0.002731
0.04981,0,0.0290536,0.003,0.00435654
0.0569455,0,0.028659,0.0032,0.000658763
0.064081,0,0.028631,0.00305,0.00408849
0.0712165,0,0.0305592,0.0033,0.00448922
0.078352,0,0.0289299,0.003,0.000198116
0.0854875,0,0.0284895,0.00345,0.0024245
0.092623,0,0.0291301,0.00325,0.0033505
-0.0929,0,0.035418,0.0033,0.00486924
-0.0857645,0,0.0351799,0.0033,0.00232936
-0.078629,0,0.0352324,0.003,0.00201685
-0.0714935,0,0.0356959,0.003,0.00161949
-0.064358,0,0.0358967,0.00315,0.00536506
-0.0572225,0,0.0360748,0.00305,0.00348945
-0.050087,0,0.0365004,0.0032,0.000732854
-0.0429515,0,0.0344847,0.0034,0.00238874
-0.035816,0,0.0360586,0.00345,0.00126581
-0.0286805,0,0.0354002,0.00315,0.000428712
-0.021545,0,0.0346699,0.00325,0.00755313
-0.0144095,0,0.034163,0.0034,0.000215374
-0.00727399,0,0.0360455,0.00325,0.00252113
-0.000138499,0,0.0352532,0.00345,0.00251522
0.006997,0,0.0365831,0.00345,0.00586698
0.0141325,0,0.0362323,0.0031,0.0052893
0.021268,0,0.0360422,0.0035,0.00422867
0.0284035,0,0.0351983,0.0031,0.00170101
0.035539,0,0.0351245,0.0031,0.00585477
0.0426745,0,0.0356471,0.0031,0.00325815
0.04981,0,0.0351229,0.0031,0.00512382
0.0569455,0,0.03498,0.00315,0.000847602
0.064081,0,0.0350067,0.00335,0.00490152
0.0712165,0,0.0372802,0.00345,0.0052752
0.078352,0,0.0352448,0.00335,8.44617e-05
0.0854875,0,0.035107,0.0032,0.0028354
0.092623,0,0.0357558,0.0034,0.00406804
-0.0929,0,0.0419373,0.00325,0.00570456
-0.0857645,0,0.0418431,0.0034,0.00283169
-0.078629,0,0.0414537,0.00325,0.0022737
-0.0714935,0,0.0418606,0.0032,0.00185287
-0.064358,0,0.0424209,0.0034,0.00628127
-0.0572225,0,0.0422445,0.00315,0.00408905
-0.050087,0,0.0428161,0.00315,0.000742134
-0.0429515,0,0.0409483,0.0031,0.00274506
-0.035816,0,0.0426263,0.00315,0.001478
-0.0286805,0,0.0420252,0.0035,0.000508961
-0.021545,0,0.04139,0.0035,0.00884112
-0.0144095,0,0.0409907,0.00345,0.000247336
-0.00727399,0,0.0424106,0.00315,0.00289277
-0.000138499,0,0.0416872,0.003,0.00283564
0.006997,0,0.043305,0.0033,0.00688102
0.0141325,0,0.0427038,0.0034,0.0062841
0.021268,0,0.0425656,0.00305,0.0049638
0.0284035,0,0.0413136,0.00305,0.00208423
0.035539,0,0.0415449,0.00335,0.00681159
0.0426745,0,0.0417708,0.00305,0.00376898
0.04981,0,0.0413928,0.0032,0.00582138
0.0569455,0,0.0413512,0.00325,0.00106196
0.064081,0,0.0413827,0.00305,0.00569111
0.0712165,0,0.043751,0.00305,0.00630652
0.078352,0,0.0418604,0.0033,6.43461e-05
0.0854875,0,0.0415244,0.00325,0.00320757
0.092623,0,0.0423818,0.00325,0.0048126
-0.0929,0,0.0482564,0.0031,0.00655152
-0.0857645,0,0.0483562,0.00315,0.00311615
-0.078629,0,0.0478756,0.0032,0.00247833
-0.0714935,0,0.0482256,0.0032,0.00210465
-0.064358,0,0.0491455,0.00335,0.00717816
-0.0572225,0,0.0485646,0.0032,0.00467138
-0.050087,0,0.0490319,0.0031,0.000716718
-0.0429515,0,0.0470113,0.003,0.00309338
-0.035816,0,0.0487935,0.00305,0.00168954
-0.0286805,0,0.0486505,0.00315,0.000595207
-0.021545,0,0.0481103,0.00325,0.0101321
-0.0144095,0,0.0474682,0.00305,0.000286864
-0.00727399,0,0.048876,0.00335,0.00322274
-0.000138499,0,0.0479213,0.00325,0.0031757
0.006997,0,0.0500772,0.0035,0.00791313
0.0141325,0,0.0490753,0.003,0.00733705
0.021268,0,0.0485884,0.003,0.00572012
0.0284035,0,0.0473288,0.003,0.00248076
0.035539,0,0.0482659,0.0034,0.00772768
0.0426745,0,0.0478445,0.00305,0.00425942
0.04981,0,0.0477629,0.0032,0.00645758
0.0569455,0,0.0479729,0.0034,0.0013033
0.064081,0,0.0474584,0.00305,0.00647329
0.0712165,0,0.0500718,0.0033,0.00733387
0.078352,0,0.0484261,0.0033,6.85345e-05
0.0854875,0,0.047942,0.0032,0.00353309
0.092623,0,0.0490579,0.00345,0.00557382
-0.0929,0,0.0543755,0.00305,0.00741433
-0.0857645,0,0.054669,0.0032,0.00326387
-0.078629,0,0.0543477,0.0033,0.00263021
-0.0714935,0,0.0548913,0.0035,0.0023563
-0.064358,0,0.0559704,0.0035,0.00805763
-0.0572225,0,0.0552353,0.0035,0.00523178
-0.050087,0,0.0552978,0.0032,0.000659144
-0.0429515,0,0.0530244,0.00305,0.0034275
-0.035816,0,0.0549608,0.00315,0.00189831
-0.0286805,0,0.0550757,0.0033,0.000687662
-0.021545,0,0.0546305,0.0033,0.0114358
-0.0144095,0,0.0535955,0.0031,0.000336486
-0.00727399,0,0.0555921,0.0034,0.00348581
-0.000138499,0,0.0543558,0.0032,0.0035722
0.006997,0,0.0565993,0.00305,0.00897893
0.0141325,0,0.0550964,0.00305,0.0084406
0.021268,0,0.0548116,0.00325,0.00647274
0.0284035,0,0.0536447,0.00335,0.00285041
0.035539,0,0.0546367,0.003,0.00862742
0.0426745,0,0.0538683,0.003,0.00472674
0.04981,0,0.0542334,0.0033,0.00704501
0.0569455,0,0.0545949,0.00325,0.00157659
0.064081,0,0.0537847,0.0033,0.00722375
0.0712165,0,0.0563927,0.00305,0.00825041
0.078352,0,0.0550422,0.00335,0.000206829
0.0854875,0,0.05451,0.0034,0.00381101
0.092623,0,0.0555841,0.0031,0.00634575
-0.0929,0,0.0605948,0.0032,0.00828252
-0.0857645,0,0.0608318,0.003,0.00334587
-0.078629,0,0.0611204,0.0035,0.00274043
-0.0714935,0,0.0614068,0.00305,0.00258036
-0.064358,0,0.0629456,0.0035,0.00891712
-0.0572225,0,0.0620565,0.00335,0.00576972
-0.050087,0,0.0616642,0.0032,0.00056538
-0.0429515,0,0.0590876,0.00305,0.00374185
-0.035816,0,0.0615789,0.0035,0.00209824
-0.0286805,0,0.0614509,0.0031,0.0007877
-0.021545,0,0.0609506,0.00305,0.0127524
-0.0144095,0,0.059723,0.00305,0.00039853
-0.00727399,0,0.0621081,0.00315,0.00368785
-0.000138499,0,0.0609406,0.0034,0.00396823
0.006997,0,0.0629713,0.00335,0.0100703
0.0141325,0,0.0613681,0.00325,0.00955585
0.021268,0,0.0613354,0.0033,0.00721853
0.0284035,0,0.0599607,0.003,0.00323576
0.035539,0,0.060607,0.003,0.00951583
0.0426745,0,0.0603429,0.0035,0.00515793
0.04981,0,0.0607543,0.00325,0.00759332
0.0569455,0,0.0609666,0.00315,0.00187728
0.064081,0,0.0602613,0.0032,0.00793924
0.0712165,0,0.0625636,0.00315,0.00919783
0.078352,0,0.0614079,0.00305,0.000617305
0.0854875,0,0.060928,0.00305,0.00403677
0.092623,0,0.0619602,0.0033,0.00711405
-0.0929,0,0.0672149,0.00345,0.00914126
-0.0857645,0,0.067145,0.00335,0.00340302
-0.078629,0,0.0678433,0.00325,0.00279994
-0.0714935,0,0.0677221,0.0033,0.00279788
-0.064358,0,0.0695206,0.0031,0.00977871
-0.0572225,0,0.0685274,0.00315,0.00629939
-0.050087,0,0.0679306,0.0031,0.000434292
-0.0429515,0,0.0655517,0.00345,0.00403062
-0.035816,0,0.0684478,0.0034,0.00228665
-0.0286805,0,0.0676762,0.00315,0.000893208
-0.021545,0,0.0673209,0.00335,0.0140623
