X,Y,Z,r,absv
-0.0929,0,0.00365382,0.0035,0.0219133
-0.0857645,0,0.00321607,0.00305,0.01702
-0.078629,0,0.00377557,0.00345,0.0621331
-0.0714935,0,0.00319253,0.00305,0.157881
-0.064358,0,0.00312756,0.00315,0.0180909
-0.0572225,0,0.00347604,0.00345,0.0139578
-0.050087,0,0.00312792,0.003,0.211802
-0.0429515,0,0.00336562,0.0032,0.0345617
-0.035816,0,0.00325166,0.0031,0.101798
-0.0286805,0,0.0033389,0.00305,0.257963
-0.021545,0,0.00314653,0.00305,0.14481
-0.0144095,0,0.00336035,0.00325,0.0471828
-0.00727399,0,0.00335811,0.00335,0.0285989
-0.000138499,0,0.00387532,0.0035,0.0558596
0.006997,0,0.00328928,0.00325,0.134277
0.0141325,0,0.00330091,0.0033,0.0152506
0.021268,0,0.00331452,0.0032,0.139517
0.0284035,0,0.00348109,0.00305,0.186112
0.035539,0,0.00323918,0.0031,0.338154
0.0426745,0,0.0034246,0.00325,0.0347027
0.04981,0,0.00358334,0.0034,0.0789153
0.0569455,0,0.00322974,0.0031,0.139125
0.064081,0,0.00327705,0.0031,0.0995323
0.0712165,0,0.00385377,0.0035,0.0513332
0.078352,0,0.00304697,0.00305,0.123706
0.0854875,0,0.00318392,0.00305,0.122841
0.092623,0,0.00332719,0.00305,0.146104
-0.0929,0,0.0110703,0.00345,0.254635
-0.0857645,0,0.0095122,0.0031,0.379902
-0.078629,0,0.0104942,0.003,0.362009
-0.0714935,0,0.0101077,0.0034,0.292352
-0.064358,0,0.0109751,0.00345,0.311692
-0.0572225,0,0.0114802,0.0034,0.304258
-0.050087,0,0.0104178,0.0035,0.275967
-0.0429515,0,0.00974549,0.00305,0.366766
-0.035816,0,0.00982074,0.0033,0.306707
-0.0286805,0,0.00975007,0.0034,0.0212223
-0.021545,0,0.0100314,0.00335,0.308616
-0.0144095,0,0.0100972,0.003,0.393002
-0.00727399,0,0.0103943,0.0033,0.291209
-0.000138499,0,0.0105837,0.00305,0.340068
0.006997,0,0.0111355,0.0035,0.283801
0.0141325,0,0.0104489,0.00335,0.298041
0.021268,0,0.0108948,0.0035,0.27861
0.0284035,0,0.0101277,0.003,0.473804
0.035539,0,0.00946555,0.00315,0.011677
0.0426745,0,0.0109237,0.00305,0.434783
0.04981,0,0.0105797,0.0032,0.310141
0.0569455,0,0.0102587,0.0034,0.294698
0.064081,0,0.00971855,0.0033,0.300184
0.0712165,0,0.012049,0.0034,0.330914
0.078352,0,0.0103637,0.0033,0.353497
0.0854875,0,0.00976321,0.0033,0.311819
0.092623,0,0.00982165,0.0034,0.273625
-0.0929,0,0.0203085,0.00305,0.448252
-0.0857645,0,0.0182145,0.00315,0.105167
-0.078629,0,0.0184288,0.00305,0.0556084
-0.0714935,0,0.0191053,0.00325,0.130378
-0.064358,0,0.0191837,0.0035,0.0637442
-0.0572225,0,0.0196886,0.0033,0.478502
-0.050087,0,0.0191096,0.0034,0.106889
-0.0429515,0,0.0184218,0.00305,0.11019
-0.035816,0,0.0190489,0.0031,0.152882
-0.0286805,0,0.0192845,0.00305,0.185138
-0.021545,0,0.0189602,0.00325,0.12358
-0.0144095,0,0.0182754,0.00315,0.0664851
-0.00727399,0,0.0197096,0.003,0.157994
-0.000138499,0,0.018714,0.003,0.0723721
0.006997,0,0.0196002,0.0034,0.0851004
0.0141325,0,0.0197523,0.0031,0.563836
0.021268,0,0.019571,0.00335,0.101885
0.0284035,0,0.0175485,0.0035,0.0149193
0.035539,0,0.0186226,0.003,0.155422
0.0426745,0,0.0180914,0.0035,0.0146185
0.04981,0,0.0193751,0.00305,0.120309
0.0569455,0,0.0192093,0.00325,0.125609
0.064081,0,0.0190946,0.00305,0.167089
0.0712165,0,0.0195589,0.00345,0.444874
0.078352,0,0.0186152,0.00345,0.0628439
0.0854875,0,0.0189004,0.00315,0.143738
0.092623,0,0.019241,0.0031,0.171168
-0.0929,0,0.0266196,0.003,0.147531
-0.0857645,0,0.026244,0.0035,0.49042
-0.078629,0,0.026244,0.0032,0.49042
-0.0714935,0,0.026244,0.00325,0.49042
-0.064358,0,0.026244,0.0031,0.49042
-0.0572225,0,0.026471,0.00335,0.0489987
-0.050087,0,0.026244,0.00345,0.49042
-0.0429515,0,0.026244,0.0031,0.49042
-0.035816,0,0.026244,0.0034,0.49042
-0.0286805,0,0.026244,0.00335,0.49042
-0.021545,0,0.026244,0.00315,0.49042
-0.0144095,0,0.026244,0.003,0.49042
-0.00727399,0,0.026244,0.00335,0.49042
-0.000138499,0,0.026244,0.00335,0.49042
0.006997,0,0.026244,0.00305,0.49042
0.0141325,0,0.0265346,0.00345,0.044252
0.021268,0,0.026244,0.003,0.49042
0.0284035,0,0.026244,0.0035,0.49042
0.035539,0,0.026244,0.00345,0.49042
0.0426745,0,0.026244,0.00325,0.49042
0.04981,0,0.026244,0.00345,0.49042
0.0569455,0,0.026244,0.00305,0.49042
0.064081,0,0.026244,0.0034,0.49042
0.0712165,0,0.0265782,0.00335,0.0469402
0.078352,0,0.026244,0.00325,0.49042
0.0854875,0,0.026244,0.0031,0.49042
0.092623,0,0.026244,0.00345,0.49042
-0.0929,0,0.0378962,0.00315,0.49042
-0.0857645,0,0.0378962,0.00325,0.49042
-0.078629,0,0.0378962,0.0035,0.49042
-0.0714935,0,0.0378962,0.0035,0.49042
-0.064358,0,0.0378962,0.00325,0.49042
